,stab_pearson,stab_spearman,stab_kendall,stab_kl,stab_stress_n,stab_stress_s,spat_pearson,spat_spearman,spat_kendall,spat_kl,spat_stress_n,spat_stress_s,spat_np_0.01,spat_np_0.02,spat_np_0.03,spat_np_0.04,spat_np_0.05,spat_np_0.06,spat_np_0.07,spat_np_0.08,spat_np_0.09,spat_np_0.1,spat_np_0.11,spat_np_0.12,spat_np_0.13,spat_np_0.14,spat_np_0.15,spat_np_0.16,spat_np_0.17,spat_np_0.18,spat_np_0.19,spat_np_0.2,spat_nh_1,spat_nh_2,spat_nh_3,spat_nh_4,spat_nh_5,spat_nh_6,spat_nh_7,spat_nh_8,spat_nh_9,spat_nh_10,spat_nh_11,spat_nh_12,spat_nh_13,spat_nh_14,spat_nh_15,spat_nh_16,spat_nh_17,spat_nh_18,spat_nh_19,spat_nh_20,spat_trust_0.01,spat_trust_0.02,spat_trust_0.03,spat_trust_0.04,spat_trust_0.05,spat_trust_0.06,spat_trust_0.07,spat_trust_0.08,spat_trust_0.09,spat_trust_0.1,spat_trust_0.11,spat_trust_0.12,spat_trust_0.13,spat_trust_0.14,spat_trust_0.15,spat_trust_0.16,spat_trust_0.17,spat_trust_0.18,spat_trust_0.19,spat_trust_0.2,spat_cont_0.01,spat_cont_0.02,spat_cont_0.03,spat_cont_0.04,spat_cont_0.05,spat_cont_0.06,spat_cont_0.07,spat_cont_0.08,spat_cont_0.09,spat_cont_0.1,spat_cont_0.11,spat_cont_0.12,spat_cont_0.13,spat_cont_0.14,spat_cont_0.15,spat_cont_0.16,spat_cont_0.17,spat_cont_0.18,spat_cont_0.19,spat_cont_0.2
Output/quickdraw-AE_784f_500f_500f_2000f_2f_20ep.csv,0.27706887779851497,0.9380577216322682,0.8273353150744924,1.8667913581905766,0.9276627262234038,1.4458622444029714,0.5601850844855102,0.769997570636401,0.5954469548141132,0.5652598423698776,0.7010948102505322,0.8796298310289888,0.12357053682896342,0.14899188514357042,0.16701518934664986,0.18180633583021216,0.19747815230961324,0.21161048689138587,0.22440877474585308,0.23643804619225955,0.248376335136635,0.2592244069912611,0.2703384973328797,0.2809077195172701,0.2925028810141167,0.30260522561084374,0.3132960882230548,0.3242115324594257,0.3355344422413161,0.3458785892634211,0.35572738024837375,0.3660287141073661,0.6831086142322129,0.6647097378277151,0.6560986267166068,0.6481413857677901,0.6414307116104896,0.6344569288389522,0.6266372391653293,0.6197752808988763,0.6147295047856846,0.6095767790262171,0.605348995573715,0.6010720973782776,0.5957577067127626,0.5910941680042798,0.587388264669165,0.5843141385767789,0.581262392597487,0.5776903870162291,0.5744953676325646,0.5716404494382026,0.7888711401180359,0.7772287435202985,0.7704888085671658,0.7646575418149673,0.7604853423752317,0.7570178727476689,0.7544803443505502,0.7520851948985567,0.7505573821322943,0.7490430962768572,0.7482296893890358,0.7476822265445577,0.7470338889859177,0.7466566804693713,0.7467326910611825,0.746799198586838,0.7468801982503098,0.7469203000217981,0.7469666271885929,0.7470302977208167,0.7777292778607606,0.7521135607575655,0.7367774906548767,0.7255326818074569,0.7198481913388246,0.7153535137677353,0.7111218111896144,0.7084795597623822,0.7066950244210166,0.7050235917076177,0.7041934169564406,0.7033994976608164,0.7032377239689926,0.7031213787675646,0.7032857004632258,0.7039739165573765,0.7045075802338839,0.7051542916592358,0.70565065370369,0.7062197071152123
Output/quickdraw-C2AE_32c_32c_32c_1568f_2f_2ep.csv,0.7202680931651514,0.9589642285277974,0.8792719223234633,0.3170546847854373,0.5989606755004317,0.5594638136697048,0.681337114786058,0.7874763814793585,0.5969209048449114,0.1825354862440752,0.5077495233662443,0.6373257704279116,0.09707865168539298,0.1285190387016229,0.15477528089887624,0.1765176342072408,0.19431960049937588,0.2113441531419058,0.22597422864276795,0.24041393570536834,0.25488972118185615,0.2688954431960052,0.28135540801271136,0.29397133791094454,0.30580500336118294,0.3164365971107544,0.3277326258843112,0.33825335518102406,0.3485103179848716,0.3581719031765849,0.36796980747749486,0.37718617353308354,0.6236704119850218,0.6075655430711618,0.599069912609241,0.5943586142322097,0.5930449438202267,0.5895474406991269,0.5873220973782773,0.5851708801498129,0.5825717852684137,0.5803745318352064,0.5779145386448756,0.5766073657927595,0.5747695188706423,0.5725120385232745,0.5694681647940094,0.5669967228464419,0.5640482485128887,0.5619621306699959,0.5599388921742552,0.5576947565543078,0.7919263019024695,0.7768045129529617,0.7679127800584059,0.7612910769258038,0.7570049340938796,0.7535714694395524,0.7504013705408513,0.7472689040949999,0.7449849078344555,0.7425087311126058,0.7405477866815964,0.7389190076493908,0.7373693977585806,0.7359254587106286,0.7347793805464734,0.7334340495757907,0.7323898770894459,0.7312364813823992,0.7303271911155089,0.7293117103322873,0.752214817210916,0.7436650580798078,0.7365655376194608,0.7325480571645689,0.7287194838732916,0.7260893845265978,0.723703370720031,0.7220479709900538,0.7212094232097377,0.7206902418346057,0.7200457356739279,0.7195827935706,0.7192799425190417,0.718929328044274,0.7188751605344418,0.7185997517339058,0.7183916023388521,0.7180956490894321,0.7178879215265759,0.7176419675792622
Output/quickdraw-VAE_784f_2048f_1024f_512f_2f_0-25drop_10ep.csv,0.4385905404251562,0.9538710686353765,0.857929985662008,0.7100674169604048,0.8453871875807362,1.122818919149682,0.6752830648972903,0.7699012363703962,0.5866470916101655,0.20687501971462693,0.5640301522268697,0.6494338702054385,0.10987515605493106,0.14629525593008721,0.17159384103204334,0.19365402621722858,0.21075593008739052,0.22686173533083648,0.24081505261280522,0.2530774032459426,0.26545498682202806,0.27589918851435724,0.286790943139258,0.29740636704119805,0.3069194756554308,0.3171080791867306,0.3275278818143984,0.3366974875156054,0.3463760373063085,0.35562768761270647,0.3650095275642291,0.37442462546816496,0.6166479400749088,0.6109925093632967,0.6150312109862697,0.6140215355805245,0.6090112359550585,0.608664169787766,0.6073274478330662,0.6047776217228468,0.6027299209321672,0.5992303370786531,0.5956775621382357,0.5928386392009996,0.5893301642178047,0.5868285179240231,0.583795255930089,0.58058052434457,0.5778607622824403,0.5744007490636699,0.5703853735462251,0.5666086142322103,0.7580065033018637,0.7467736293734295,0.7400939509746729,0.735386484507498,0.7325435687356542,0.7300256706309289,0.728368099654423,0.7262966826123742,0.7252292450787102,0.7241851439380851,0.7234915334353532,0.7230942830024695,0.7224892499361846,0.7222964468347288,0.722231964260677,0.7220693556250352,0.7222729077454972,0.7223219463765528,0.7223763105336533,0.7224637822358524,0.7648683060230592,0.7571949347494478,0.7502429295985551,0.7448165738368296,0.739073629784231,0.7345436387375541,0.7301590933380941,0.7266830450384885,0.7239464190334247,0.7213214602943573,0.719112535971576,0.7172639464106625,0.7159640211592824,0.7152002988231826,0.7144672393272316,0.7135163462829803,0.7130652227170419,0.7124521431543909,0.7120354366505725,0.7118767110242114
Output/quickdraw-C2VAE_32c_64c_128c_6272f_2f_10ep.csv,0.6842942385499658,0.9564064619541445,0.8644953093736487,0.38051525528359126,0.692566206440726,0.6314115229000747,0.6883432124423926,0.7828201324494969,0.5951236854595441,0.1741817764126664,0.4693059406127626,0.6233135751152474,0.12724406991260884,0.15546816479400732,0.17498543487307536,0.19096832084893867,0.20617228464419468,0.22069652517686228,0.23321383984305324,0.24479400749063662,0.25660528506034114,0.267628589263421,0.2787978095562365,0.2891159488139824,0.2993697781619132,0.3094143481362582,0.3204136496046606,0.3309150671036207,0.34131233017551565,0.35144472187543363,0.3618315920888361,0.3715202871410738,0.6501310861423257,0.6498970037453193,0.6413920099875189,0.6336282771535586,0.6261161048689162,0.6208770287141079,0.6170866773675764,0.61310627340824,0.6079317519766954,0.6027153558052437,0.5989870616275114,0.5947643570536832,0.5907159320080663,0.5867710005350457,0.5821985018726608,0.5777223782771534,0.5736792244987883,0.5690439034540155,0.5655765819041982,0.5626329588014982,0.7574125273129168,0.7465995804899939,0.7406134453476096,0.7360186288324156,0.7335921835757598,0.7314348194835891,0.7302526556556005,0.7287487537793398,0.728083193313619,0.7275376835138609,0.7274920851478562,0.7275597379758851,0.7275726525581565,0.7278651737184,0.728316631928066,0.7286277067222506,0.7293107838737577,0.7297189493292116,0.7302125318080642,0.7306322240971131,0.7761348008046673,0.7595059647066273,0.7488687248653885,0.7401987104074653,0.7336982029901753,0.7286845270176714,0.7244407910428832,0.7210029280638538,0.7185557743969722,0.7168202718878145,0.7152241295193289,0.7139050505493091,0.7132331815203099,0.7127230443767588,0.7127976560515719,0.7129676654524876,0.7131590180938602,0.7133505376216239,0.7137620396048878,0.7140784400161295
Output/quickdraw-tsne_s1_30p.csv,0.11768648353623329,0.07194947694744307,0.05456754194767445,1.4169203041324723,0.849629247548552,1.7646270329275333,0.0920281401545548,0.24378911227003702,0.1781692757904322,0.4154997909645496,0.9434679255520074,1.8159437196908914,0.2599656679151061,0.24298220973782786,0.24286724927174327,0.24978776529338337,0.25926966292134845,0.26920307948397837,0.2802666309969682,0.29114817415730343,0.30204050492439954,0.3129079275905115,0.32339291794347985,0.33354010611735285,0.34323321809276797,0.35286137863385086,0.3622449022055766,0.3714542368913859,0.3807833957553059,0.38954778748786245,0.3984139890925823,0.40703245942571764,0.6800561797752832,0.6574250936329581,0.637228464419478,0.6214185393258428,0.6087153558052452,0.5984207240948818,0.5898528624933115,0.5816713483146063,0.5743133583021226,0.5674419475655428,0.5610844399046642,0.5550546192259675,0.5495073465859975,0.5441653290529694,0.539576779026218,0.5349133895131085,0.5306345009914077,0.5265262172284637,0.522910506603588,0.5193127340823966,0.8587279712806073,0.8361666092363046,0.8219850968676348,0.8122125542938232,0.8044615420985264,0.7979178324299024,0.7926197839506632,0.7876845856186877,0.78374579121539,0.7805666310144703,0.7777125507564732,0.7752133597414897,0.7727814927434768,0.7704754107900654,0.7685260920261585,0.7666109545422778,0.7651571943245636,0.7635216800428036,0.7620952345464502,0.7606316843218919,0.8045671477545532,0.774014800931338,0.7578484354527728,0.7483801428892677,0.7422688332550947,0.7376146500726825,0.7344851703976074,0.7322891209743745,0.7308314194741841,0.7296850912561457,0.7288574227951143,0.7280943517957588,0.7275900257201416,0.7270992286192268,0.7266995592610063,0.7263658592237202,0.726046834283705,0.7257026692824448,0.7254121847475709,0.7251453382913786
Output/quickdraw-tsne_s4_30p.csv,0.30479963167832286,0.9067462442997516,0.8299336910526898,2.7220048456676325,0.9005128793401822,1.3904007366433515,0.6023886244091289,0.6227627386321156,0.443635744875473,0.12347264977663185,0.20864045781112564,0.7952227511817656,0.04621722846441935,0.05506398252184757,0.0644631710362047,0.07131320224719095,0.07959987515605484,0.08789637952559289,0.09598091671125379,0.10385494694132333,0.11239388264669166,0.12145287141073664,0.13123453637498583,0.1407594673325011,0.14953567655814837,0.15904962546816467,0.16842509363295863,0.17782771535580547,0.18700154218990953,0.19690508392287429,0.2065842039555818,0.21623189762796471,0.29756554307116045,0.28526217228464373,0.2869350811485637,0.2880149812734082,0.28677902621722773,0.2842915106117349,0.27921080791867275,0.2786446629213485,0.2778360382854762,0.27560674157303316,0.2749948927477015,0.2736750936329589,0.2723350619418033,0.27181647940074866,0.2706916354556798,0.2696769662921346,0.2686417713152677,0.26727215980024915,0.26576779026217245,0.2643970037453184,0.5169353771375955,0.5163636919886254,0.5186642879079463,0.5207220939996253,0.5231433003605723,0.52564589481602,0.5276424008000914,0.5296035546502891,0.5315010133454472,0.5335896646610774,0.5357932930762347,0.5376478902262305,0.5392924229328723,0.5408791653177532,0.542176170171211,0.5435042644451024,0.5448990956482581,0.5463077601410937,0.5477651365903781,0.5490350002008813,0.5583339253113961,0.5495037587366609,0.5491286437804274,0.5452434803102157,0.5449780166586179,0.5452913502179717,0.5445758380841682,0.5447741175130613,0.5455049799130068,0.5462982612509631,0.5470275349437762,0.5481724099538177,0.5492277075934874,0.5506084291980027,0.5517334512340379,0.5532878076046545,0.5544605040912483,0.556251671125379,0.5576269499151363,0.5592413781045444
Output/quickdraw-dtsne_200p_0-1l.csv,0.4363981652047373,0.6256852836119264,0.4905846102545332,0.7911749677820271,0.7338819761768305,1.1272036695905256,0.363883844457434,0.4994147964746214,0.3752323311095214,0.14344364360053907,0.2984730549400003,1.272232311085153,0.12460049937578006,0.1628885767790262,0.1921608406158966,0.21744772159800238,0.23977403245942588,0.2592327299209324,0.2773613340467274,0.29383856117353313,0.30949160771258155,0.32445973782771526,0.3384391669504031,0.35239778401997485,0.36627076731009295,0.37972378277153523,0.3929947981689553,0.4056324126092386,0.4184120951751487,0.43055156748508816,0.44258328405282876,0.45432272159800247,0.602022471910114,0.5976591760299628,0.5952684144818994,0.5926872659176031,0.5887940074906383,0.5853870162297129,0.5835152487961474,0.5817041198501879,0.5791739492301284,0.5767397003745315,0.5745641811372143,0.572050561797753,0.5693676174013248,0.5662707330123053,0.5634806491885151,0.5607736423220975,0.5579059264155101,0.5554588014981265,0.5529676719889609,0.5507228464419476,0.8575833235551245,0.849997839652283,0.8458344118614474,0.8430756751487434,0.8409289819195797,0.8394031120585973,0.8382156150172425,0.836949427108295,0.8362795394110514,0.8359683369291819,0.8359148523704195,0.8360511106623671,0.8364149058396017,0.8366493205336745,0.837176217206067,0.8375284192132233,0.8382105646382175,0.8387831619206149,0.8394926400495971,0.8400642470154263,0.766358177384112,0.7647056130395903,0.7639104340098892,0.764282457487147,0.7646709275713742,0.7653070615595461,0.7662178717157407,0.7674892455224807,0.7689950410213956,0.7704908400809095,0.7721324243796157,0.7739268024582701,0.7759315229219754,0.7779775558685601,0.7799497130201886,0.7820127231876729,0.7840194836653116,0.785928003884034,0.7878275857812386,0.7896620307749997
Output/quickdraw-umap_s1_15p.csv,0.33454991841249715,0.3317976309416458,0.2530345932692232,1.0759738797377956,0.7703775944662146,1.3309001631750055,0.11611068068980918,0.344262732467279,0.24600993704058535,0.1957158572000189,0.8136982279762442,1.767778638620383,0.19507178526841443,0.21709893882646725,0.2299916770703285,0.2411150124843945,0.2516897627965047,0.26180295464003334,0.27164615658997715,0.2805469725343318,0.28936537661256795,0.29743196004993766,0.30541992963341286,0.31318222014148983,0.32035052338423137,0.3273327982878549,0.33438743237619645,0.3410748283395755,0.34810439156936196,0.35487480926619486,0.3615321308890205,0.36812281523096096,0.583202247191013,0.5773876404494377,0.5708489388264685,0.5649625468164803,0.5608614232209749,0.5561610486891383,0.5519930444087748,0.5475374531835201,0.5431772784019977,0.5387378277153558,0.534208375893769,0.5304119850187268,0.5265975223278591,0.5231420545746388,0.5197865168539332,0.5167872191011232,0.5137783652786951,0.5110362047440699,0.5083471318746304,0.5057893258426968,0.8533932711122105,0.8221263510895132,0.8003660980542879,0.784414229052637,0.7720389931881813,0.7615613970544759,0.7526374958009981,0.7445186970078872,0.7379072834730722,0.73232227686442,0.7272074220184535,0.7227481532706023,0.7184306747892357,0.714588167999384,0.7112297137548285,0.707910874561984,0.7051668867739183,0.7024258157461906,0.6998811387196945,0.6973679012676346,0.7611627136274407,0.7457467315683427,0.7352940792713619,0.7283808767766999,0.7226496500654616,0.7180424332096339,0.7140471445043317,0.7103427927768015,0.7073462334730254,0.7044745711628864,0.701846127428354,0.699304068562144,0.6969597603434126,0.6947919739976557,0.6927751111254453,0.6909284043614526,0.6892387944520637,0.6876862152468147,0.6861517047527723,0.6845910999956847
Output/quickdraw-umap_s4_15p.csv,0.2777168493854201,0.6479002632688821,0.5118660807061128,2.618949520888861,0.9111013808065349,1.4445663012291596,0.696992027990125,0.7598345122867173,0.5660711766498382,0.15214494395837633,0.25543950276673355,0.606015944019763,0.02864856429463164,0.03570848938826453,0.0459550561797752,0.05501170411985015,0.06463233458177271,0.07500104036620886,0.08427635098983403,0.09466955368289641,0.10481169371618812,0.11453714107365812,0.12448104641924876,0.1339461090303788,0.1436560069144335,0.15350410201533793,0.16332209737827724,0.17332201935081154,0.1835991774987146,0.1936792550977943,0.2036040475721138,0.2135998751560544,0.21074906367041138,0.20691011235955012,0.20516229712858888,0.2044756554307111,0.20730337078651628,0.2054463171036202,0.2033119315141785,0.20154728464419472,0.20080524344569245,0.20079775280898865,0.20219101123595537,0.20249063670411993,0.20329299913569546,0.20332664526484756,0.20273533083645442,0.20172869850187278,0.20156532275831648,0.2016801914273821,0.20150995466193564,0.20088108614232236,0.5104587565712208,0.515574247259713,0.5207684462834846,0.5246608609247313,0.527975237220382,0.5310298547911961,0.5333764810363029,0.5356173207661041,0.5382505561661981,0.5404045354249293,0.5423586565517106,0.5443164640545538,0.5464584335344073,0.5483545976716013,0.5502560613370351,0.5523064040935384,0.5540997346130724,0.5559250928402988,0.5574680374429093,0.5590647079261767,0.525655425426092,0.5221731595179283,0.5253304003183793,0.5260216170004887,0.5279294333390744,0.5301355613381226,0.5315515620784894,0.5333154839034144,0.5354099531109523,0.5373798043172235,0.5396127609763972,0.541376778624041,0.5434967793844782,0.5455710485215249,0.5475343656812193,0.5492916626411004,0.5511267044742916,0.5526474624972753,0.5541726828751413,0.5558325591967131
Output/quickdraw-pca_s1.csv,0.376089717620807,0.7396773814834315,0.5897530072681627,0.7637277907540511,0.8023447479950826,1.2478205647583862,0.6084720807149667,0.6853394718144328,0.5001537733717019,inf,0.3709598627108133,0.7830558385700492,0.061800873907615274,0.09801654182272157,0.1259654598418642,0.1493289637952561,0.17085518102372063,0.19032979608822317,0.20859907258783644,0.2257896379525592,0.24122867249271748,0.25666229712858923,0.2708682328907046,0.28505696004993786,0.29824546240276584,0.3113188871054038,0.32361548064918855,0.3354656289013732,0.3471559447749136,0.35830992509363335,0.3697846441947562,0.38082038077403213,0.5069662921348322,0.4985299625468167,0.4905992509363302,0.4868071161048684,0.4844119850187273,0.48270287141073726,0.4807009095773139,0.4781062734082398,0.4771598002496878,0.47679775280898923,0.47607082056520267,0.47522784019975056,0.47446125036012715,0.47362493311931475,0.473064918851436,0.47224719101123575,0.47145406477197593,0.47034436121514783,0.4694963532426572,0.4684138576779028,0.8134597523628909,0.8018848268984485,0.7943334587224488,0.7884557706815019,0.783589137338471,0.7796093296150971,0.7764483385250531,0.7733155371543863,0.7709388410474266,0.76919076804142,0.7677951659054826,0.7665600719937647,0.765525357153697,0.7648321527868411,0.7641704995594402,0.763490608782107,0.7631875058028463,0.7627938901769614,0.7625532833236845,0.762290136063532,0.6873967394693976,0.6899259980269716,0.6919579619362257,0.694049337451965,0.696045974992936,0.6981951334129007,0.7000982279672711,0.7015774099023141,0.7028618390999251,0.7044441161011931,0.7059613743423752,0.7075254000700212,0.7085778234560327,0.7099004704294622,0.7111606800254616,0.7122626701701085,0.7134531456093556,0.7148478726988086,0.716084977301066,0.7172513533440766
