id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1
d0.95lr0.1-0,-0.12140897794476047,0.12642574212700053,-0.49065001428741795,-0.13791123942176986,-1.0091521257097185,-0.3318511269868445,-1.2729684496118931,-0.8127100132093177,-1.3664931233036572,-1.4749282141959432,-1.3646269612452473,-2.1823442149635017,-1.2782280274969953,-2.8883420847223245,-1.0795303127062872,-3.5051096446492624,-0.6588402979235397,-4.056845649986787,-0.2668084805438944,-4.670774804112227,0.19138673286763286,-5.344342157755651,0.6702513234371583,-5.9084669607893305,1.1122173899850814,-6.4242754573500385,1.640659599012231,-6.843785746108584,2.209711347844282,-7.140509710105749,2.7288763759822863,-7.492241091218254,3.306460845293575,-7.6840005529498665,3.8981245384610683,-7.803620258572007,4.373580640857384,-8.172563946049523,4.978666466391281,-8.145995257260209,5.625780533275,-7.78532315900184,6.2394682541862405,-7.754407358089638,6.7968825954075776,-7.759615174176724,7.412230069894298,-7.481176084560447,7.978323788927723,-7.548971329025416,8.529660513559957,-7.5942880211487696,9.03288475434043,-7.546483484057866,9.56183220212782,-7.588680315415695,10.097487809125377,-7.5533112106294835,10.593956601872126,-7.555062344489659,11.03311167920101,-7.641636501994518,11.44649170987669,-7.6613433949106655,11.857154471984868,-7.775114835004437,12.284517236459319,-7.6069858318428585,12.697310642883116,-7.4591514998216235,13.130906010161313,-7.161569227094089,13.554197319371779,-6.899495236836113,13.926934982421901,-6.699315970491222,14.351858563872906,-6.523135762384038,14.702642427918208,-6.438754522284582
d0.95lr0.1-1,-0.1435079384859499,0.07284555954539762,-0.02998317097284886,-0.5229441420720045,0.19102465553209047,-1.3552483890458842,0.6030584544353887,-2.162405716521308,1.0143875530317743,-3.007900945226316,1.4668645133188076,-3.7173643638793843,2.014815141741379,-4.207161487532796,2.584368699051576,-4.693637508545526,3.1460546259649655,-5.1401923723563305,3.6815305083713454,-5.5862879565156565,4.234781564518013,-6.0034312575724655,4.73147428162941,-6.519409068845784,5.262103827115701,-6.641243573760704,5.753801274856543,-6.898259652305869,6.250581927012887,-7.144055207896141,6.809413842982092,-7.238630032923262,7.34780579348876,-7.3548813676574385,7.847336520382074,-7.490603780421919,8.333282863534263,-7.578048867665327,8.785517557066976,-7.688651316953815,9.251951705074946,-7.676562156824783,9.68437344504546,-7.607060164762627,10.185771007779092,-7.446048630137315,10.618058843440428,-7.460551698496427,11.033028506161395,-7.21631144319084,11.404503358796909,-7.216207330729379,11.831509215451305,-7.0967230568881146,12.245134028556723,-7.010195129234531,12.648793260017978,-7.005125919651772,13.03127650967837,-6.959235519504624,13.455290064982863,-6.758250498726001,13.867080751765954,-6.548930919204723,14.276262722085958,-6.181136729977895,14.651729921392924,-5.899505654469738,15.022160928318238,-5.709570393683596,15.344335546108823,-5.561460311098274,15.702002846470295,-5.397119636206089,16.03967985947584,-5.2616117029703595,16.325155100345672,-5.2091347981948255,16.642423909394154,-4.9705502453214585
d0.95lr0.1-2,-0.07038449622380938,0.008014888408372167,-0.013792997936736384,-0.5048540524463705,0.24438773932647884,-1.34522496374579,0.6605046044787937,-2.1142493957564272,1.101210470497496,-3.013594432964859,1.5302953773943093,-3.7749108839556325,1.9498801894695166,-4.456827037085983,2.478396043972906,-5.015338759352195,3.0348544393094232,-5.431363864429164,3.6377168039796635,-5.605340835571655,4.187048068972127,-5.920216301775989,4.784235214708273,-6.101651535305411,5.347789458797092,-6.319892451676269,5.871143411685877,-6.535938380484448,6.4150480253275655,-6.773617447667683,6.919041225462531,-6.921551118320804,7.432212333072,-6.992620452118124,7.890612951050445,-7.195018794378789,8.398814406379392,-7.161605681444588,8.867742842855684,-7.264533224696546,9.312528149614442,-7.374467788131398,9.700574374054895,-7.406792337705972,10.153173943561406,-7.36888271718683,10.59875513581832,-7.089014011642095,11.053898423163792,-6.965554540480061,11.44662308968519,-6.87300225312589,11.879772035044553,-6.724171170584517,12.316658265833814,-6.600613206621478,12.702790157773167,-6.574817420699266,13.091858894549961,-6.449579184046913,13.456980691435088,-6.198457576933676,13.816120981582696,-5.965136623050262,14.232970442047344,-5.619672376076473,14.638130764247041,-5.362867770871216,15.046814888984697,-5.231855704419327,15.44250955429139,-5.117381932283671,15.80654785340253,-4.992183165731687,16.142863790935024,-4.707823221604523,16.45029727636192,-4.571259262785444,16.703845508122416,-4.514386445797772
d0.95lr0.1-3,0.004702137277284635,0.08897723420242731,0.03320329757977181,-0.5182143798761296,0.3272191837503273,-1.2355114973026053,0.7340495102688402,-2.04405967496947,1.2091347211962469,-2.879875966689906,1.631379285391061,-3.6813148748544906,2.1857055481151204,-4.1386350729762675,2.7472034365618194,-4.586548559966765,3.3249792529617705,-5.01488735293326,3.861882207461142,-5.387752226437228,4.362054155823212,-5.862466256652375,4.876647934075912,-6.192943102408352,5.385179865866292,-6.469584569750014,5.898945299616339,-6.726680144232273,6.441393281619535,-6.862823673666299,6.95179486058574,-6.960645925110112,7.454417458175854,-6.978422580607504,7.938684692113595,-7.104089343950396,8.46642396647313,-7.102976088294158,8.95817437680261,-7.176187079294574,9.359111423487319,-7.252153117427597,9.806099853099148,-7.237949852753777,10.289904814226054,-7.171891173678365,10.710380686405335,-7.150130674966919,11.165525556867465,-7.171865280691342,11.59924062576841,-7.145660314566856,12.007209045123275,-7.103800574973952,12.41580817302645,-6.958600104371052,12.83170925885469,-6.750246838357202,13.24118797679332,-6.490369274482342,13.645147810839184,-6.185897277362359,14.052427993895627,-5.94372604886779,14.44418569703222,-5.828671972768179,14.79206827593859,-5.8480833403202315,15.129936365876828,-5.8343737811079714,15.453184356096234,-5.811505968428999,15.743602608582302,-5.767129591065302,15.990063143047948,-5.645266526266521,16.22166894745888,-5.5738207482638655,16.473258910931833,-5.454245382462835
d0.95lr0.1-4,-0.06282550818483656,0.12499567708232329,-0.0199225989240146,-0.5242556473249114,0.2901705957948737,-1.2756755031574862,0.665928100816954,-2.1558660364390607,1.078660173857954,-2.892823788823045,1.558633244299541,-3.619821824944638,1.9855375461319624,-4.337612575816896,2.576803582850261,-4.77741822394826,3.172825989144933,-5.145586576664448,3.6921717173900364,-5.649008194795281,4.251736715309226,-5.993795687967705,4.799283842986867,-6.321762779056719,5.295498687417324,-6.671855808220012,5.784959911696389,-6.911958802827483,6.3156081649218905,-7.157162996007718,6.799657322183127,-7.315405025100629,7.280741243603754,-7.455639501906067,7.7971646957491085,-7.470704898013602,8.300558776366037,-7.524428485827271,8.771789650990408,-7.496459617813588,9.238467674575345,-7.450988872825538,9.710863598399529,-7.293243272510008,10.21517753557796,-7.171496760591887,10.703732005118319,-6.988136924860396,11.154114777092616,-6.903846751955218,11.581706198175388,-6.851543850591535,11.968225443414966,-6.895891563183196,12.391505965674524,-6.8096890266926335,12.803569856522843,-6.730463566744961,13.195022190136036,-6.554843456959892,13.533125530381469,-6.495275529248086,13.914575661126154,-6.405266927272802,14.291452568071024,-6.3304165151341785,14.594393606531497,-6.2238542613894925,14.94981652542519,-5.95202981384893,15.270381994846662,-5.74772602659317,15.634053491685892,-5.514015663251259,15.992320398228753,-5.360181669852472,16.32721093686575,-5.234579179361912,16.632815213617025,-5.175226205341101
d0.95lr0.1-5,0.0007938225841392921,0.16658407751923332,0.06726491981998972,-0.44269808807338484,0.3419482340673232,-1.1913602739986342,0.7416469234809036,-1.9941178417595977,1.1532479863837661,-2.925505417470231,1.658436065692778,-3.6442703764721003,2.1163638407277885,-4.389344279579923,2.652453072587602,-4.818935882938197,3.188494601315031,-5.2440776327538305,3.74778367297096,-5.527733288557279,4.260183624571613,-5.95359677257169,4.6635129890012355,-6.447661967959206,5.19183537559704,-6.807619522408643,5.611338220915842,-7.089689374298728,6.162217216311073,-7.028433119703943,6.6703332111552935,-7.158672701090179,7.110667410978676,-7.253573881732885,7.643469720325536,-7.074492211397767,8.173758436666233,-7.116815243934109,8.685665222830286,-7.190204626164471,9.196151736132725,-7.229717625785386,9.701711169836095,-7.05041526119962,10.219671047365539,-6.858416528746361,10.730008411297678,-6.782325017792183,11.17442869228827,-6.813202093727537,11.589109531867106,-6.742880772081955,11.975969115690926,-6.624527451096102,12.373323019971417,-6.56343086732426,12.785345197887851,-6.428238737625357,13.15876732949804,-6.458156191922596,13.542141245261593,-6.333947397971219,13.948324221319027,-6.201935671153507,14.378715991386168,-5.959678266348325,14.762414091972872,-5.879989064619464,15.147239186591476,-5.682833459691423,15.456132537250848,-5.628040431730543,15.806620609865918,-5.402571382361442,16.114356354505126,-5.236899117753781,16.43875032769074,-5.133924218336146,16.750107665088617,-5.03216885225411
d0.95lr0.1-6,-0.011729662428599852,0.0699061613566958,0.022392870061437087,-0.5416986389047131,0.3096945719507618,-1.2549267232656673,0.703564402312522,-2.066500649690799,1.199957021501754,-2.799449100854048,1.6989618942894769,-3.565110811633332,2.1948785885478683,-4.242552170728533,2.6408239020470434,-4.938282650111651,3.1428285729455125,-5.3985383964077425,3.68326862174964,-5.8178920884226795,4.203575812141079,-6.217446866100291,4.700826716740895,-6.637013987910535,5.232189272400597,-6.812696722785699,5.655630154255132,-6.985220730851054,6.246648001713583,-6.9315627209195805,6.767575243239535,-7.065507718411593,7.335466411854486,-6.940461016388382,7.849437942902329,-6.994750288239055,8.313220240377031,-7.260217116553497,8.832805467940053,-7.24152789115049,9.361557497473992,-6.973036114986751,9.841468982879356,-6.9654510733856405,10.324977186627088,-6.802319962903187,10.766234584598525,-6.8723150061597265,11.156726469484374,-7.011962217100949,11.532094437449835,-7.093630165025226,11.90737276531533,-7.033658292453981,12.33344992364691,-6.94415116537574,12.733896160850225,-6.8925740098903505,13.099382590861229,-6.59799011898693,13.458524514280583,-6.362997054702563,13.799168178855187,-6.270640044210534,14.153460424084157,-6.090888693040545,14.490627191374625,-5.903490979701264,14.873957656858748,-5.6781015722042465,15.25539084297344,-5.478586914224682,15.645664582948628,-5.270621272452988,16.012770646581778,-5.149363971122499,16.35298343977539,-4.908545090082887,16.692244764407196,-4.6539018447720455
d0.95lr0.1-7,0.01717319467239875,0.10427629128232896,0.009460511507895397,-0.4581229254823376,0.29200620094083884,-1.2414567434335855,0.6626006012620635,-2.1113125246099833,1.142774957778654,-2.8999229700527387,1.669572308431564,-3.586494970910226,2.1199050484974182,-4.2915214769371826,2.5428333805159116,-4.939821875922517,3.1322965638179165,-5.283874986383699,3.7052892610292254,-5.595585099573633,4.2694678463252576,-5.90876046463946,4.813141555655431,-6.233083737821643,5.322379697321356,-6.592778902643323,5.7638274046701365,-6.959537473193351,6.282815072593444,-7.187694825734482,6.771890662123383,-7.296229170999421,7.281483723680492,-7.40429032049797,7.799079349791725,-7.433662513625451,8.274062308661584,-7.414298485426445,8.765731159282858,-7.480125608300009,9.242368719105665,-7.523733869457357,9.712866460610623,-7.408442699816733,10.177973820143636,-7.304765480821241,10.558319667570286,-7.351937641727887,10.988314325696326,-7.128956875486585,11.407958210604257,-7.175086549287475,11.8239117505403,-7.141883776949739,12.220434293101603,-7.082802457003518,12.612984823406475,-6.863058605881469,13.006925256456837,-6.664243842262257,13.447101797725697,-6.428104779831786,13.852995981777585,-6.265268525983425,14.173372227576452,-6.203015422580944,14.507542559805668,-6.122575166655291,14.829635181987511,-6.039329965137628,15.14421799741011,-5.834752151742384,15.497463452830013,-5.587410094905673,15.843631599801444,-5.261060554628591,16.196638518361475,-4.883064831344333,16.55147465103807,-4.5662870770220305
d0.95lr0.1-8,-0.10449096898270938,0.040742370026213726,-0.0241448344025752,-0.6203597399593745,0.22094107602934,-1.3792321347129903,0.6328384033744783,-2.1572897381044585,1.1311865405708477,-2.8836465650332803,1.6281014465583645,-3.6476339277302614,2.100450548315577,-4.356234267656053,2.582698431319379,-5.030980533923769,3.1226613137350774,-5.486020278049386,3.6135226983822593,-5.960094746584315,4.101990831575,-6.381950131560782,4.61615996711032,-6.6004578659191555,5.182698725775658,-6.6188797947417966,5.6997395672671995,-6.8154337383163694,6.176452479244058,-7.1576995156532,6.692548835018246,-7.345929488461981,7.198827821225668,-7.582407181418056,7.659211667098404,-7.844669948870575,8.17236319119864,-7.6852394562555535,8.64148507451836,-7.707166677631056,9.124344072874063,-7.602348228035233,9.624880010273959,-7.2178971097054445,10.102217066165734,-6.970148884378661,10.561534322785723,-6.9517038822606745,11.018271783911153,-6.915763046150222,11.48029535351953,-6.795851392070722,11.903996550918052,-6.709524493705048,12.313977682202035,-6.630991184651789,12.690004122087602,-6.499616373272788,13.12939083394663,-6.129427198188987,13.539052765792366,-5.959238150240739,13.942056116913054,-5.8279379967145175,14.364743863318504,-5.634487235976226,14.750653887948406,-5.396006774994051,15.125998166130055,-5.291446840065861,15.450487755662927,-5.301542969777552,15.750902212850422,-5.245175639019852,16.007301464407877,-5.15583026289822,16.342147678512273,-4.9694448891940715,16.67434728183216,-4.777589920544841
d0.95lr0.1-9,0.0032268964590471683,0.08660781930277062,0.011018410923050226,-0.5006736767291546,0.26868182908375626,-1.225728303643135,0.5867358625096815,-2.1080283348928996,1.0573995816601283,-2.8661757091775755,1.6330964514642017,-3.368763021580035,2.144016446450348,-4.150109585151789,2.709972096529951,-4.65057406901623,3.255241979144939,-5.118937308943124,3.733178924314621,-5.557671250042521,4.2750230558357,-5.875306785211957,4.8147430062090475,-6.179631630268654,5.354010586058929,-6.404100734130649,5.884505320355814,-6.586091546697884,6.400548718775533,-6.922439172646964,6.822644690652216,-7.253143321069285,7.2157901618499825,-7.5184467158824,7.7302165554027535,-7.468650089874329,8.22335624143405,-7.365247040584337,8.69486288371757,-7.338490009871325,9.144794064313169,-7.296453969464108,9.63687101829752,-7.155562619360242,10.086180043936345,-7.097547719351736,10.496779711712275,-7.2373768431949745,10.953448083353077,-7.210261428339359,11.401763055674943,-6.984953588482792,11.862607810607418,-6.89348459970138,12.263499321119662,-6.961348439077761,12.666514768425532,-6.930423767299556,13.060147575634197,-6.827109866398292,13.434202179385302,-6.702476268589495,13.843176915883035,-6.431276338457134,14.260917705115462,-6.209953276612105,14.647264653982237,-6.064118137514901,14.98804770461832,-5.930921440475875,15.315168850574306,-5.701538791841456,15.573657965536968,-5.603648327149116,15.86031010118733,-5.531320299586539,16.172778411786386,-5.413660968611301,16.482047063695735,-5.289694155865082
