id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1,t50d0,t50d1,t51d0,t51d1,t52d0,t52d1,t53d0,t53d1,t54d0,t54d1,t55d0,t55d1,t56d0,t56d1,t57d0,t57d1,t58d0,t58d1,t59d0,t59d1,t60d0,t60d1,t61d0,t61d1,t62d0,t62d1,t63d0,t63d1,t64d0,t64d1,t65d0,t65d1,t66d0,t66d1,t67d0,t67d1,t68d0,t68d1,t69d0,t69d1,t70d0,t70d1,t71d0,t71d1,t72d0,t72d1,t73d0,t73d1,t74d0,t74d1,t75d0,t75d1,t76d0,t76d1,t77d0,t77d1,t78d0,t78d1,t79d0,t79d1,t80d0,t80d1,t81d0,t81d1,t82d0,t82d1,t83d0,t83d1,t84d0,t84d1,t85d0,t85d1,t86d0,t86d1,t87d0,t87d1,t88d0,t88d1,t89d0,t89d1,t90d0,t90d1,t91d0,t91d1,t92d0,t92d1,t93d0,t93d1,t94d0,t94d1,t95d0,t95d1,t96d0,t96d1,t97d0,t97d1
cocktail-0,-5.885671,1.7889897,-4.262557,1.8400862,-2.329351,-1.5511054,-4.2630377,-0.94643044,-1.8902961,2.0544345,0.5495117,2.3930461,-0.31871885,8.558367,-3.5428448,7.3185315,-1.5055962,12.804994,-0.8854232,16.716753,-3.8809626,20.934355,0.990409,23.604,6.1224046,23.32692,6.3672786,25.699438,6.0503373,28.18711,2.2247086,29.495117,-1.585981,35.26051,-0.19539279,26.686815,-1.6026392,24.743904,-9.883618,22.731485,-5.9614725,19.456865,-16.74817,18.381342,-21.434433,18.934258,-23.193357,15.8454895,-24.817705,18.302118,-30.800608,14.209655,-35.449642,13.782094,-33.470642,15.104279,-28.387484,16.447903,-22.538153,17.225477,-16.253344,20.05809,-18.494553,23.728764,-21.848894,27.146143,-18.415012,27.078197,-16.904833,30.832827,-16.692482,35.650204,-17.661018,33.265026,-15.473031,25.934822,-18.68902,28.731249,-19.756155,30.279278,-17.524754,27.428986,-15.830197,31.835787,-11.738535,27.460634,-9.620267,33.39324,-4.19977,32.283432,-7.110257,32.679714,-0.34597874,34.405262,-1.639317,29.152132,-4.293594,24.290148,-5.964739,19.505909,-12.074961,25.940367,-18.56146,23.499033,-19.766901,27.052813,-22.059233,27.371859,-28.44115,28.824652,-23.808048,30.06787,-20.32291,32.219635,-16.691097,30.630903,-19.375448,26.296976,-22.620434,17.923208,-22.203918,19.043762,-16.344538,24.003315,-20.005617,20.327072,-16.34574,15.835044,-18.694057,19.99624,-17.94645,20.536701,-15.50677,20.838243,-14.677409,25.893326,-9.059629,22.547527,-11.070115,11.4514885,-12.570549,13.888792,-14.526872,17.720818,-17.830019,17.84874,-15.5177965,13.481795,-11.434768,18.634857,-11.088269,18.585907,-13.031233,11.362784,-12.676075,6.667225,-10.879474,7.563329,-14.666192,11.966451,-13.216797,10.681884,-9.915847,8.679721,-8.259267,7.3608623,-11.616595,3.7958348,-15.44781,0.36143947,-20.185205,5.0744033,-19.002811,7.2264256,-15.97771,2.8198118,-19.173115,5.1518035,-15.861091,16.26944,-19.803547,16.183233,-27.465273,7.549511,-32.03875,6.403905,-37.025036,-0.077326246,-39.155544,-8.975033,-40.79553,-17.969624,-34.39696,-37.07047,-34.233467,-30.46264
cocktail-1,-2.7827199,1.6394043,-3.2494063,4.0989647,-2.3396425,0.7672857,-2.9774077,-2.377735,-1.7701918,1.5490019,1.0466914,1.8040146,2.207445,7.668719,-1.2094957,6.847297,-1.7834612,14.169362,-1.1276541,17.540045,-2.2741268,20.990942,0.321046,24.10147,5.4400525,23.244612,5.909282,24.647152,5.6027155,28.280285,1.137995,28.942905,-0.6555596,35.41648,-0.5841758,27.090237,-2.7227166,26.07896,-9.952969,22.459314,-6.5264254,18.951221,-15.519532,17.612045,-21.56753,17.79342,-23.823246,15.95428,-24.431665,18.159416,-30.125204,15.0413475,-35.689102,13.091614,-33.008987,14.443494,-27.523026,15.943145,-21.515497,17.17044,-15.932844,20.053505,-18.96173,23.608688,-22.392504,28.313774,-18.513386,26.454487,-16.356659,30.627417,-15.650391,35.833324,-18.268665,33.258945,-15.717305,26.104828,-17.565384,27.61099,-20.84118,31.32413,-17.525032,28.81477,-15.887504,30.832026,-12.123789,26.757057,-10.687729,32.902073,-4.1698766,31.3254,-6.7167478,32.974915,-0.723062,35.161568,-0.77479994,28.723074,-4.4026036,24.704765,-5.505609,20.06703,-12.410984,25.099712,-17.316883,23.5368,-18.935701,27.223267,-21.65037,26.571325,-28.46235,28.566862,-24.357512,30.384764,-21.37277,31.838547,-15.902598,30.975582,-19.236704,26.080444,-22.153053,18.01044,-21.105623,18.856499,-16.54425,24.445871,-19.67007,20.563196,-15.987255,16.887936,-18.636442,20.672579,-17.671545,20.919807,-16.310814,21.084148,-13.990992,26.15347,-9.229712,22.569464,-10.875208,12.355818,-13.181414,13.564199,-15.802427,18.153278,-18.106266,18.258884,-16.131056,14.686727,-11.862249,17.439455,-11.18639,17.561922,-15.297041,11.897737,-13.9877405,7.3202505,-12.223021,8.835874,-14.711678,11.64761,-14.548281,9.596481,-10.621775,8.204645,-6.354147,7.1617794,-11.641937,5.444019,-16.935102,0.59077144,-21.05568,4.577584,-20.416609,6.344165,-16.62145,3.822861,-19.417229,5.4380183,-16.951607,15.737511,-19.049677,16.479408,-27.477228,8.145318,-31.675453,5.221585,-38.687527,-0.97661954,-39.576805,-8.378095,-39.83434,-17.587494,-34.86728,-36.63193,-34.081226,-31.391088
cocktail-2,-3.7791584,2.6886895,-2.5548735,3.8640738,-1.8212326,1.089163,-3.114797,-2.1385171,-0.7116195,1.5987245,3.1470447,4.3848763,2.1850252,9.618251,-1.3501195,8.323183,0.5272858,12.768586,-1.2229005,18.027948,-3.7579436,19.526459,-0.039031915,24.24473,6.420755,22.619053,6.2826576,24.920492,6.431758,28.414331,0.40293342,29.803389,-1.1964355,35.46504,-0.58525467,27.624231,-2.346871,25.196991,-8.930377,23.836798,-6.2427516,18.915415,-16.753916,17.742847,-22.951706,18.279497,-22.53045,14.969524,-25.443823,18.9161,-30.59636,14.702849,-35.586002,12.827558,-33.048454,14.022506,-27.726946,15.625368,-21.700932,16.493183,-15.524472,20.492014,-19.197866,23.936205,-21.867218,28.584326,-18.168932,27.447083,-17.31261,30.819782,-17.225166,35.86762,-17.901234,32.863564,-15.914421,25.852041,-17.64781,27.973333,-20.83761,30.95227,-17.262648,28.315649,-16.087154,31.05722,-12.447346,26.518997,-11.08645,33.534027,-3.8404055,31.305895,-7.077508,32.356422,-1.0853031,35.044003,-1.0437958,28.852,-4.6674166,25.359255,-5.484381,20.55984,-11.71667,25.082285,-17.603724,24.035421,-18.894175,27.419882,-22.053604,26.536016,-28.307537,28.450657,-24.441689,29.960302,-21.535048,31.544905,-16.742239,31.348755,-18.769354,25.465006,-22.717552,18.183529,-21.03794,19.409744,-16.572079,24.584124,-19.457392,20.719412,-15.968193,17.230833,-18.198277,19.645918,-17.314257,21.137676,-15.496533,21.844423,-13.942681,25.778234,-9.176407,21.444878,-11.588856,11.621854,-12.874142,12.771929,-16.002901,17.496445,-17.632462,17.358774,-16.20395,13.380936,-10.839173,17.93738,-11.100763,17.818436,-15.107868,11.237911,-14.347057,6.326383,-12.098335,9.023868,-14.379433,10.798189,-11.956239,9.289429,-10.157372,8.088717,-8.087187,6.228874,-12.164799,5.634453,-16.46184,0.75621927,-20.8052,5.130676,-19.580744,6.802304,-15.740961,3.5805533,-18.03663,4.507984,-17.34823,16.191723,-19.221664,15.708431,-26.569775,6.710186,-31.646725,5.6439123,-38.095695,-0.18624608,-38.748558,-9.078823,-40.215004,-17.776598,-34.954407,-37.26789,-35.009792,-31.144682
cocktail-3,-4.7429585,2.0531754,-2.5434036,0.7984322,-1.1572413,-1.2950087,-4.6484027,-0.0065783886,-0.14368601,4.5960455,1.5276147,4.831892,3.4467237,8.030299,-0.5752442,8.65469,-0.5371325,14.95038,-2.4774673,16.532757,-4.1431055,18.390266,-1.0081658,23.807785,5.367783,22.829031,5.6336803,25.526724,6.537624,26.16346,1.1625842,28.467176,-0.87628293,34.693676,-1.6703622,29.05403,-3.040944,26.853699,-8.941001,23.087193,-6.4587975,20.008924,-16.141256,18.448729,-21.565094,18.189074,-23.663443,16.116337,-24.260786,18.652306,-30.242264,14.739161,-36.360065,13.224417,-32.75303,15.039379,-27.627834,16.101555,-21.51941,17.29749,-15.748818,19.459442,-18.419458,23.201805,-22.145002,28.078344,-18.769217,26.483824,-16.349457,30.982124,-15.9397545,35.786774,-17.655054,32.90616,-15.935999,26.396036,-17.794598,27.471151,-20.488596,31.344557,-17.971003,28.758509,-15.903486,31.19374,-11.738705,27.145239,-10.774898,33.29245,-4.5710244,31.568705,-6.5087795,33.36002,-0.38813144,35.134476,-1.2243295,29.627586,-3.9799833,25.424969,-5.4427056,20.025434,-12.20002,24.571001,-17.560566,23.115715,-19.303225,27.058163,-21.368565,27.215673,-27.532598,29.011051,-24.651089,30.63122,-20.388882,32.140503,-15.900572,31.111296,-18.86348,26.248405,-21.877813,18.269308,-20.679058,19.175423,-16.850216,24.342474,-20.066727,20.457954,-16.10888,16.74838,-18.370102,20.413284,-17.302696,21.297915,-16.066265,21.591269,-13.785776,25.825378,-9.634726,22.415213,-11.94625,11.901769,-12.204793,13.397772,-15.555691,18.240667,-18.288387,17.79635,-15.752354,13.916624,-11.739503,17.109432,-10.543817,17.367273,-15.06958,10.461336,-14.90089,6.2395287,-11.010535,9.101063,-13.472173,10.52452,-13.962573,8.416595,-9.324594,7.3690963,-6.3400645,7.4481235,-11.997753,4.83886,-15.473197,1.3572758,-21.082108,4.925354,-19.913597,6.182685,-15.967191,4.0634446,-18.879982,5.781347,-17.463696,15.583365,-19.52802,15.561067,-27.191168,6.6250505,-32.0836,6.2517724,-38.42351,-0.771223,-38.564964,-8.8881645,-40.774635,-18.119005,-35.744595,-35.394318,-34.93896,-31.62411
cocktail-4,-4.9239216,3.519715,-4.3218827,1.4619831,-1.22274,-2.2776198,-2.7953386,0.90781313,-1.5725046,3.3584795,3.751259,5.060355,-1.1657017,7.4428763,-2.2151024,9.4738655,1.0041971,12.182164,-2.0707443,16.068064,-4.2755594,20.052528,-0.50206375,24.320786,5.5286155,22.651926,6.8062515,24.87745,6.423933,27.053421,1.7326765,29.01196,-1.7437645,36.35225,-1.5499247,28.435078,-1.9649659,26.318075,-8.158068,22.745007,-6.7132354,20.286036,-16.633562,17.2776,-21.219393,17.515545,-23.406404,15.141792,-24.693409,18.035423,-29.610767,14.144902,-37.321613,14.57157,-34.726994,14.308447,-29.837969,16.969645,-22.2196,17.493309,-16.148983,19.516808,-18.938145,24.918081,-19.982931,27.143368,-19.220694,28.685415,-16.039785,30.166914,-16.594948,36.268887,-17.397888,32.32589,-16.64099,26.183512,-18.386932,28.012535,-19.622238,30.77618,-17.915665,27.913086,-15.749252,31.141747,-12.005614,27.98426,-9.812085,34.318996,-4.3222423,32.97988,-5.777517,32.144524,-0.060853,33.92112,-2.1559849,29.034199,-6.035496,23.966665,-6.8964334,19.214203,-13.473575,26.802965,-17.17709,23.167147,-20.181076,27.28543,-22.303946,27.411507,-28.093092,29.552551,-23.468708,29.417192,-21.078041,31.448074,-16.031494,30.41104,-19.63914,25.178043,-23.16763,18.299492,-21.837618,19.444954,-16.0396,24.580933,-20.651266,20.513138,-16.689089,16.61099,-17.77552,20.660524,-17.85998,21.421133,-15.289384,21.556107,-14.1479,25.055544,-9.07298,23.297081,-10.755624,11.829721,-13.057959,14.051932,-15.520862,17.435488,-17.062767,17.718363,-16.405758,14.387096,-11.1387615,19.293703,-11.944401,19.016285,-13.40463,12.021776,-13.666922,6.8160157,-10.446163,7.033893,-15.498514,11.353347,-13.604849,9.508172,-8.783669,8.885185,-8.679665,7.5545483,-10.988601,5.2176204,-15.070978,0.41109988,-20.592283,4.339545,-19.138939,6.353406,-16.053598,3.4399369,-18.38078,4.834998,-16.511822,15.647458,-18.921297,15.960434,-27.228405,7.2549763,-31.253773,6.633214,-38.405254,-0.10567593,-38.808598,-9.499715,-37.80282,-11.058805,-34.135265,-37.67397,-34.208614,-31.029173
cocktail-5,-4.3849826,2.5231597,-3.0844038,0.6549515,-1.7753026,-2.6060507,-4.6380563,-0.67051727,0.2933676,5.0289655,0.47118175,4.328662,-0.20342061,8.221991,-3.681793,7.060952,-0.7183061,10.794487,-0.59448427,16.048313,-4.6280775,19.628193,0.05761744,23.030607,4.7819033,22.285706,6.518198,26.049593,6.321437,28.12271,2.432028,28.578114,-1.6990606,34.662594,0.110782154,28.440054,-2.1041954,26.732483,-9.481686,23.482582,-6.5737643,19.71856,-16.434406,18.459648,-21.260178,18.825735,-22.393286,15.790238,-24.731762,18.47198,-30.935646,14.476228,-35.444363,13.289528,-33.110146,14.83969,-27.81753,16.23507,-22.534399,16.713743,-15.97966,19.740719,-18.474512,23.63273,-21.894518,27.824207,-18.160133,26.551868,-17.096004,30.61764,-16.545296,35.39248,-18.163004,33.325783,-15.759993,25.350807,-17.133785,27.796339,-20.60038,31.411594,-17.678576,27.998245,-15.151358,30.569662,-11.600166,26.912313,-10.1584635,33.19936,-3.780804,31.929623,-6.88689,32.555542,-0.41217524,34.61923,-0.44989553,28.930704,-3.9745343,24.581997,-5.8253984,19.916164,-12.391149,25.654224,-18.074661,23.599075,-19.373896,26.740479,-21.82691,27.357553,-27.877258,29.042435,-23.893572,30.295574,-20.668217,32.07841,-16.510279,30.77945,-18.968407,25.740948,-22.38075,18.16083,-22.03721,18.847166,-16.405205,23.726221,-20.497131,19.914158,-16.164587,15.938511,-18.985079,20.01964,-18.149574,20.497915,-15.570857,20.390415,-14.269577,25.620707,-9.075348,21.886389,-11.159321,11.764113,-12.403628,13.846932,-14.72417,18.409048,-17.843245,16.984533,-15.113102,13.615709,-10.187873,17.454739,-9.924883,17.972027,-15.298552,10.305251,-14.5966215,6.003794,-11.627101,8.653131,-14.4197855,11.45348,-14.140973,9.197352,-9.808727,8.700663,-6.5442114,7.1330476,-11.758559,4.7668943,-16.023424,0.3476588,-20.560894,4.87313,-19.01526,6.600968,-16.23407,3.1528158,-18.838171,5.439245,-16.95657,16.175488,-20.454931,15.495926,-26.795742,7.936757,-31.925062,6.6252637,-38.036125,-0.8261872,-38.092472,-8.846578,-40.290638,-17.326458,-34.258415,-36.165565,-34.691708,-29.91803
cocktail-6,-4.101286,3.3757253,-1.572969,1.3117623,-0.0315263,-1.9885823,-4.12471,-0.5366269,0.4114487,4.739095,0.7231838,4.1441402,0.09832165,7.9850974,-3.1759079,7.5757675,-0.08608404,11.566102,-0.66376203,15.953428,-4.571969,20.21528,0.83789146,23.082977,5.9761195,22.09121,6.882418,26.12999,6.521482,27.989552,2.6256278,28.793177,-1.3776481,34.647266,-0.06496625,28.316343,-1.8839643,25.046755,-9.230754,23.760502,-6.88028,19.745707,-17.024927,18.231237,-20.959057,18.739132,-22.466726,15.614797,-26.17215,18.136047,-30.517569,14.280342,-35.367474,13.026478,-33.341175,14.127766,-28.400661,16.016197,-22.221323,16.953245,-16.876167,20.022404,-18.29673,24.640913,-21.796062,28.036243,-17.997095,27.115093,-17.655647,31.081358,-16.862833,35.70835,-18.715597,33.10989,-15.292552,25.2874,-17.145325,28.398825,-20.962532,30.59312,-17.174835,27.687216,-15.51782,32.25409,-12.567349,26.385683,-11.071245,33.954666,-3.5931098,31.99038,-6.8613644,32.20929,-0.8699806,34.554466,-0.5988962,28.711386,-4.9940505,25.326065,-6.2098403,20.06861,-12.348826,25.435646,-17.361889,24.325602,-19.659868,26.95928,-22.519798,26.817678,-28.832785,28.909784,-23.140783,29.699915,-20.543085,31.564373,-16.954546,30.603556,-19.5815,25.906582,-22.613014,18.639774,-21.353025,18.83242,-16.47386,23.391272,-19.922016,19.940695,-15.269709,16.974041,-18.017939,20.488499,-17.553976,20.604246,-16.097153,21.31467,-14.0778055,25.287817,-9.497778,22.202452,-11.967738,12.396683,-12.999555,13.491933,-14.741448,17.442234,-17.503593,18.63629,-15.533529,13.170579,-10.363032,18.316357,-11.9979725,17.039251,-15.681854,10.777418,-14.684839,6.856852,-11.279363,8.906116,-14.937995,10.991211,-14.137527,10.034768,-10.206843,7.5026264,-7.8549237,7.506751,-12.426073,5.2641807,-16.481928,0.42127433,-20.80003,4.0846143,-19.623268,6.323814,-15.275383,3.4190276,-17.89424,5.4672422,-16.610281,16.033714,-20.09665,16.031372,-26.762838,7.35127,-31.735922,5.9959197,-38.180115,-0.89568627,-38.93045,-8.042622,-40.72489,-18.546347,-35.104572,-37.01111,-34.703938,-29.619682
cocktail-7,-5.0261765,2.580723,-4.982315,2.375702,-2.0367284,0.3543654,-3.5951335,1.6421977,0.2752785,1.3066224,1.2998888,3.0184383,0.76519436,7.4859734,-1.0255458,7.4768486,0.5697281,13.615461,-2.8002427,17.510271,-3.0050356,18.609112,0.115260646,24.922087,7.1581483,24.060114,6.4900827,24.397537,5.178721,28.602287,0.6712487,31.786083,-1.7513131,37.065216,-1.330028,28.31256,-1.4768555,25.818808,-9.800463,23.094915,-6.029013,19.288795,-17.915405,17.505072,-20.932413,18.364195,-23.099546,15.806862,-25.20408,18.681257,-29.760233,14.085541,-35.554596,13.793094,-33.50554,14.568695,-27.805984,16.121088,-21.335972,16.947552,-16.44889,21.439356,-18.42103,24.180443,-22.076113,27.52488,-18.649126,27.366669,-16.818249,30.981932,-16.28537,35.980164,-17.836609,33.23367,-15.315961,25.153902,-17.760197,28.389578,-19.992977,31.281979,-18.014389,28.265825,-15.476892,31.257557,-11.959088,26.6126,-10.183068,33.809914,-4.638841,32.006622,-6.194294,33.10039,-0.011072823,34.0901,-0.7197102,29.523932,-4.4926505,25.10816,-6.134898,20.96589,-12.325233,24.810438,-18.394842,23.534584,-18.608994,27.937998,-20.989607,26.839539,-28.257435,29.33272,-23.276453,29.92673,-20.02801,31.870281,-17.494146,30.64111,-19.23794,26.018099,-21.71501,18.52069,-21.641289,19.571756,-16.897272,23.970736,-20.993332,20.209358,-15.992615,16.479445,-18.31911,20.787767,-18.077152,21.231634,-15.638364,20.7617,-14.65665,24.994844,-9.390847,23.1581,-11.570335,11.910394,-13.665567,13.81407,-15.351564,17.646471,-17.750814,18.854656,-14.496037,13.829435,-11.299912,17.993134,-11.239159,17.138866,-14.054153,10.787576,-13.426509,6.4079475,-10.204414,7.67465,-15.443555,12.275066,-14.338395,10.49086,-9.535192,9.467774,-7.5167265,7.3280563,-11.445288,5.3023915,-15.3161335,0.9631129,-20.828423,5.901605,-19.599104,5.663129,-16.440065,3.623413,-18.06541,5.1072893,-16.870123,15.459777,-19.790976,15.345038,-26.495373,8.304697,-31.679125,6.1716003,-38.403908,-0.7267095,-39.255634,-8.418014,-40.280895,-17.840843,-33.755432,-36.61265,-33.629593,-31.20407
cocktail-8,-2.878311,0.7475945,-3.8007624,3.98315,-1.8686196,-0.74764794,-4.9410043,-0.11868591,-0.7719524,4.288791,0.1040748,3.2434213,2.9261806,7.610715,-0.3207273,8.500258,-0.8373983,14.775303,-2.9223938,16.865091,-4.379453,18.647606,-0.7369372,23.979462,5.9305444,23.15971,5.3353653,25.117369,3.357238,26.745764,0.83348763,29.313011,-1.1832093,37.186172,-2.3648765,27.90976,-2.6510334,26.570728,-9.351239,23.063337,-6.355982,19.839485,-15.887564,18.076765,-21.171772,18.102983,-23.474127,16.320068,-24.374321,18.72601,-30.33838,14.939974,-35.991932,13.092705,-32.700172,14.702767,-27.938238,16.516685,-21.45487,17.385582,-15.986097,19.608917,-18.25869,23.594809,-22.315432,28.402803,-18.370869,26.569101,-16.159449,31.180662,-15.84485,35.63538,-17.563122,32.783276,-15.918558,26.212955,-17.464016,27.688917,-20.373089,31.579454,-18.328367,28.610256,-15.4445715,30.940903,-11.699242,26.753565,-10.481601,33.105198,-4.2998047,31.746866,-6.251249,33.193283,-0.46114665,35.181442,-0.97317463,29.493946,-4.075213,25.009108,-5.911648,19.684736,-11.952777,24.866983,-17.46988,23.461176,-18.919918,26.992897,-21.206224,27.14642,-27.737873,28.975546,-24.285254,30.74911,-20.745245,31.878342,-16.245918,31.312298,-18.95956,26.408325,-22.06401,18.52588,-20.777105,19.33026,-16.36235,24.155916,-20.295187,20.457468,-15.798261,16.33474,-18.561235,20.271328,-18.192045,21.023323,-16.324493,20.92643,-14.423042,25.704859,-8.884952,22.848837,-11.062541,12.586356,-12.511015,13.44319,-14.800591,17.989313,-17.401026,17.726332,-16.072979,13.80363,-10.693855,18.696339,-11.199796,17.963875,-14.574061,11.24131,-14.520798,6.383007,-11.847495,9.423857,-15.228825,10.861494,-13.690037,8.896357,-9.016171,8.365139,-7.868294,6.851466,-11.368285,5.781424,-14.932445,0.8837899,-20.104927,4.4400373,-19.154556,7.4296026,-14.994759,3.6967902,-18.633734,5.320929,-16.222162,16.12979,-19.817114,15.631262,-26.824621,7.7953296,-31.577892,6.348429,-38.058743,-0.05964183,-38.743332,-7.675042,-41.07174,-18.126068,-34.34689,-37.464245,-33.97865,-29.8892
cocktail-9,-2.3758378,2.581225,-2.7013273,2.6376944,-2.850095,-1.1852205,-3.2183127,1.0992036,-1.3760464,2.94484,3.274385,1.9757977,1.5161204,5.8034854,-0.8146791,6.189592,0.12424314,11.110278,-2.764738,16.272633,-3.711739,21.478348,0.7239181,23.854729,6.2872367,23.38201,6.321625,25.293549,5.462748,27.199127,2.2117326,29.080362,-1.8528849,35.64663,-0.26970375,26.980425,-2.1635957,25.904337,-9.245454,22.759596,-5.6710906,19.708149,-16.889053,17.137356,-22.05843,17.213572,-23.012316,15.623128,-24.683413,17.777866,-30.92666,14.047477,-36.391068,13.730385,-34.56228,15.452867,-28.485956,15.763138,-23.553421,17.37147,-16.756449,21.424604,-18.072897,23.534494,-20.815706,27.566244,-17.592155,27.403172,-16.72061,30.28587,-16.262926,34.611725,-17.931583,32.23785,-16.140497,25.692823,-17.25135,28.808216,-19.540068,29.701307,-16.679245,28.53602,-16.050097,31.680475,-12.785799,27.592386,-9.732994,33.684494,-3.894936,32.977604,-6.360296,32.379646,-0.28461307,34.52034,-1.2599357,29.142317,-4.5517325,23.898388,-6.3891625,20.53305,-12.89939,25.232422,-17.985947,23.992287,-19.2002,27.648497,-22.574732,26.421528,-28.32587,29.36605,-23.750284,29.905323,-21.202868,31.99448,-16.562141,30.459219,-19.138485,25.356466,-22.68959,17.856682,-21.573406,18.97601,-15.904271,23.893658,-19.73957,20.913061,-15.738617,16.765926,-18.75421,20.498724,-18.10939,21.27392,-15.070999,20.971575,-14.580333,24.835901,-8.654353,22.35041,-11.051768,11.542208,-13.041258,14.503929,-15.095126,17.05952,-17.36805,18.153564,-16.347952,13.147845,-11.637573,19.282747,-11.922919,18.462193,-12.987839,11.625081,-12.891777,7.342484,-10.821313,7.83881,-14.850416,12.312125,-12.282955,9.812325,-9.892804,7.829024,-7.8765006,6.6788435,-12.233434,3.9233484,-15.690539,1.1309291,-20.42065,5.355822,-19.369518,7.051587,-15.476122,3.7031107,-18.368137,5.4490433,-17.232014,15.916732,-19.297565,16.21606,-26.366562,7.6991105,-31.962801,5.60169,-38.309116,-0.48495516,-39.355682,-8.893006,-39.718983,-17.924465,-34.942722,-37.55011,-34.473785,-30.305319
heap-0,-4.6230555,0.47395316,-4.5803905,4.5086174,-3.043979,2.2900045,-0.34122285,-1.8909657,-0.12727669,-0.12689823,2.7447822,0.25666678,5.4056525,7.8136315,-1.4206978,1.9301485,-2.1863403,7.004546,-1.8966908,7.133682,-1.2016529,15.139154,-5.159293,22.621828,1.3893126,23.076647,-2.3457315,24.176857,-0.736908,28.606014,0.9993491,24.483397,4.084922,32.28757,0.3352637,31.635193,-1.6601844,30.007442,-2.9623067,28.292986,-9.293091,22.538364,-7.1104245,22.151644,-12.601486,19.635435,-13.073504,17.849903,-20.686972,11.337792,-23.937355,10.252062,-26.86519,14.783034,-29.073103,20.914974,-28.806658,28.279184,-31.059906,35.384033,-35.44145,33.216476,-38.391094,36.259434,-30.612703,40.889862,-27.86553,36.549442,-28.636566,30.408699,-36.008995,29.960932,-35.03496,42.60456,-27.8557,39.005676,-26.158678,36.492596,-26.342041,36.95182,-27.291536,35.6716,-22.671686,41.204285,-20.462559,44.63743,-16.489353,41.512787,-18.099735,49.243156,-12.756152,42.842323,-7.506718,50.073513,-5.113457,39.42421,-5.917666,30.968378,-5.1724687,26.023209,-7.2859044,19.178345,-13.2038145,21.880539,-14.584669,28.065424,-17.529459,25.078117,-23.402763,27.527565,-29.549934,28.528896,-25.991821,30.144032,-22.649385,34.225307,-19.124254,30.362211,-15.303492,20.81412,-25.1159,16.03063,-16.156527,20.062654,-16.182692,19.460112,-15.5163355,24.84829,-12.088167,20.550652,-12.945294,19.600155,-14.012177,16.311008,-19.401686,17.823927,-14.558538,18.985725,-15.541998,20.141462,-16.82927,18.986597,-19.866407,17.16737,-18.424177,22.247908,-16.289845,31.33812,-16.408033,32.81106,-21.248152,36.67788,-16.94329,38.64979,-12.589598,33.622772,-17.76089,41.063957,-12.511522,35.28256,-6.3966217,40.02679,-1.011005,32.796425,-3.717965,42.598835,-1.4876131,51.101112,2.628503,52.34936,9.873932,51.239613,15.382742,57.122776,15.471929,53.52705,22.429787,56.554806,24.846527,52.941288,27.77893,50.442307,21.993868,45.932743,16.84154,45.109497,24.604048,36.745525,18.799065,30.550806,27.217144,33.204025,28.50213,31.028316,19.807962,26.750887
