id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1,t50d0,t50d1,t51d0,t51d1,t52d0,t52d1,t53d0,t53d1,t54d0,t54d1,t55d0,t55d1,t56d0,t56d1,t57d0,t57d1,t58d0,t58d1,t59d0,t59d1,t60d0,t60d1,t61d0,t61d1,t62d0,t62d1,t63d0,t63d1,t64d0,t64d1,t65d0,t65d1,t66d0,t66d1,t67d0,t67d1,t68d0,t68d1,t69d0,t69d1,t70d0,t70d1,t71d0,t71d1,t72d0,t72d1,t73d0,t73d1,t74d0,t74d1,t75d0,t75d1,t76d0,t76d1,t77d0,t77d1,t78d0,t78d1,t79d0,t79d1,t80d0,t80d1,t81d0,t81d1,t82d0,t82d1,t83d0,t83d1,t84d0,t84d1,t85d0,t85d1,t86d0,t86d1,t87d0,t87d1,t88d0,t88d1,t89d0,t89d1,t90d0,t90d1,t91d0,t91d1,t92d0,t92d1,t93d0,t93d1,t94d0,t94d1,t95d0,t95d1,t96d0,t96d1,t97d0,t97d1
heap-1,-1.8790596,0.7574103,-4.313027,5.29843,-2.8815608,2.2101438,-1.0186982,-1.9553112,-0.64453024,-0.117583014,2.584339,0.71645164,5.0935173,7.4151793,-0.84530133,1.9552927,-2.4852648,7.2641344,-1.8006959,6.7609215,-1.450282,15.828849,-5.0166626,22.05962,1.66347,23.299147,-2.4178574,24.587545,-0.4397654,28.310654,0.84138024,23.827168,3.783491,32.71491,0.37478143,31.914457,-1.4289826,30.02513,-2.5811772,28.399788,-9.597827,22.617695,-6.9784083,22.175417,-12.656952,20.18537,-13.146988,18.105936,-20.84973,11.175343,-23.84566,10.480226,-27.267282,14.752128,-29.000607,21.34246,-29.334661,27.902914,-30.547842,35.04906,-35.508297,32.969807,-38.82521,36.645313,-30.066805,40.87513,-27.738976,36.311687,-28.197306,30.6766,-36.155567,29.754097,-34.786854,42.79089,-27.166206,39.06847,-25.957796,36.819633,-26.69188,37.589493,-26.967714,35.813015,-22.997051,41.89066,-20.68777,45.29484,-16.703846,42.260567,-18.383507,48.597263,-13.461996,42.84469,-7.9640775,49.532417,-4.771789,38.56609,-6.3994513,30.992159,-4.997584,26.141006,-6.9480824,19.134798,-13.508689,21.997984,-14.988453,28.466745,-17.046143,25.622044,-23.758305,27.619135,-30.21552,28.430714,-25.574442,29.749788,-22.192259,34.771114,-18.893,31.022139,-14.771306,21.614674,-25.253506,16.61827,-16.02389,19.108925,-16.433453,19.921265,-15.660029,25.099228,-11.678436,20.856909,-13.091785,19.532618,-14.635069,16.018932,-19.80165,17.541046,-14.991025,19.163574,-15.384221,20.21929,-17.366465,18.561092,-18.974886,17.978794,-18.296238,21.930725,-16.02997,30.919758,-16.732044,32.943707,-21.170177,36.817078,-17.123983,38.472847,-12.723316,33.12694,-17.792164,40.714443,-13.131683,35.230408,-6.8988824,39.696022,-0.73480654,33.578373,-2.972561,42.795734,-1.8868009,51.09804,2.5828774,52.469704,9.709957,51.945557,14.891867,56.48827,15.399722,53.908466,22.905254,56.516777,24.646133,52.60795,27.123194,49.784813,22.492987,46.09434,17.04871,45.44767,23.989412,37.797123,18.907906,30.243061,27.164347,32.587612,28.253305,31.218613,20.00865,27.06401
heap-2,-3.4015813,0.9153984,-3.528599,4.4289126,-2.9825652,2.1476629,-0.4172293,-1.965952,-0.5408233,-0.23739858,2.6363847,0.66501606,5.058503,7.4943085,-1.4325137,1.5408477,-2.276454,7.178585,-2.1766777,7.0335693,-1.455932,14.926888,-4.977528,22.615301,1.7821308,22.691257,-3.0277643,24.410437,-0.90992904,27.813963,0.28652248,24.238974,3.9581037,32.77902,0.18464172,32.212852,-0.9505,30.109262,-3.0930724,28.187386,-9.729286,22.333311,-6.7503905,21.946604,-12.656645,20.426435,-12.816995,18.207726,-21.204521,11.22312,-23.898102,10.61227,-27.508965,15.37085,-28.513098,20.96717,-29.273376,28.453642,-30.420519,35.484062,-36.063496,33.172306,-38.885994,36.992165,-30.75967,40.272846,-27.337095,36.745693,-28.002502,30.34473,-36.249073,30.284338,-34.78015,43.26808,-27.043573,38.683727,-25.820904,36.32341,-26.760698,37.48854,-27.690184,35.876537,-22.468792,41.697735,-20.576277,45.036697,-16.010695,41.73681,-18.213663,48.650307,-13.005584,43.110527,-7.838559,50.03573,-5.2615433,38.839493,-5.9428763,30.596117,-5.1799765,26.940676,-7.462412,18.802052,-12.926699,22.197187,-15.418371,27.75615,-16.751562,24.916805,-23.959633,28.199009,-30.41328,27.83805,-26.012997,29.861668,-22.942678,34.681137,-19.110643,31.25599,-14.464183,21.153683,-25.415049,16.332872,-15.916151,19.454372,-16.383635,19.652098,-15.474341,25.115305,-11.217216,20.14789,-12.989601,19.953976,-14.616785,15.802367,-19.735195,17.53951,-14.958886,18.75719,-16.217747,19.680243,-17.153446,18.619366,-18.990196,17.523495,-18.323578,21.627491,-16.7504,30.53193,-16.34064,32.33962,-21.887367,36.98069,-17.304375,38.29232,-12.444442,32.932552,-17.673367,41.176212,-13.266926,35.574696,-6.801945,39.898724,-1.3381556,33.32189,-3.176016,42.82857,-1.6704113,50.677353,2.4917448,52.10378,9.422836,51.481255,15.229262,56.911964,15.062046,53.5261,22.594568,56.33007,24.898766,52.946278,27.383516,50.04615,21.820835,46.09085,16.810165,45.636444,24.50362,37.699833,18.235325,30.925428,27.640684,32.87427,27.880758,31.178553,19.571007,27.436945
heap-3,-2.1228073,1.7880439,-4.229421,4.8842006,-2.452544,2.0237832,-0.57630414,-2.488947,-0.8438443,-0.35800064,2.1181183,0.49390277,5.247647,8.06121,-1.0101894,1.3352783,-2.1092787,6.6799703,-2.1960366,6.346605,-1.5073823,15.604631,-4.691827,22.669447,1.5968276,23.443193,-2.856606,23.91623,-0.97814703,28.082378,0.8641336,23.819977,3.801517,33.237522,-0.32806343,31.7508,-0.93295246,30.298742,-2.974958,28.204376,-9.396615,21.914742,-6.6451945,22.197926,-12.676788,19.924177,-13.325148,17.93147,-21.19502,11.70836,-23.757473,10.160819,-27.540817,15.297107,-29.057129,21.020525,-28.813812,28.101595,-30.682108,35.714863,-35.87421,32.794846,-38.333244,36.77533,-30.77458,40.854267,-27.519173,36.379993,-28.31726,30.322056,-36.438633,29.754713,-34.266933,43.128716,-27.614145,38.82708,-26.385067,36.59311,-26.6026,37.121365,-27.493893,36.24096,-23.109121,41.54107,-20.318146,44.779682,-16.277327,41.62421,-18.040092,48.833836,-12.611826,42.775734,-7.4219804,49.628807,-5.262793,39.2891,-5.866396,31.119057,-5.654163,26.564482,-7.023829,18.867496,-13.293296,21.53985,-14.973168,27.703648,-17.69886,25.28238,-23.63287,28.13069,-30.070087,27.83507,-26.447966,30.125,-22.489216,34.5516,-19.311256,31.191263,-14.857733,21.153387,-25.430399,16.504118,-16.47498,19.666887,-16.692543,20.16321,-15.047874,24.861448,-11.319687,20.431936,-13.299214,19.27588,-14.755865,15.770505,-19.02958,17.288273,-15.153687,19.19609,-15.335839,19.638458,-16.909937,19.361582,-19.839151,17.465603,-18.977148,22.167969,-16.100307,30.609808,-16.82459,32.621185,-21.17496,36.77742,-17.201359,38.39481,-12.888166,33.564495,-18.250957,41.152657,-12.614386,35.331112,-6.918134,40.231777,-1.0816954,33.523087,-3.4727561,42.314835,-0.9539455,50.893776,2.4754794,51.85415,9.726713,52.050434,15.41517,56.783897,15.16504,53.207367,22.470375,55.935925,25.040596,52.598984,27.605177,50.2676,22.233458,46.26751,17.33208,45.07992,24.224949,37.54306,18.930693,30.70404,27.068283,33.273476,28.22052,31.320908,19.856697,27.186216
heap-4,-1.9462442,0.55859274,-4.4469533,4.7938905,-2.995019,1.744174,-0.6493889,-1.5925531,-0.97056836,-0.5065225,2.2612329,0.5103192,5.3276596,7.980032,-1.0716805,1.4498897,-2.3768895,6.669054,-2.1344664,6.6868315,-1.3448635,15.252736,-4.740709,22.752596,1.880633,23.10448,-3.0948174,24.281292,-0.8314733,28.326315,0.60552555,24.325996,3.7152014,32.59511,-0.011836782,31.349863,-1.1208992,29.966204,-3.0037997,27.605995,-9.967651,22.146414,-6.440977,21.808203,-13.126789,19.998589,-13.093005,18.016626,-20.564795,11.3976755,-24.362366,10.011645,-27.01319,15.366622,-28.703762,20.987646,-29.10691,28.001858,-30.719189,35.486637,-35.923534,33.38568,-38.56485,36.93161,-30.654293,40.567516,-27.549265,36.030838,-28.266916,30.709032,-36.589664,29.968107,-34.400143,42.8265,-27.40412,38.725353,-25.81924,36.55698,-26.624102,37.037033,-26.980457,36.402393,-23.03212,41.27922,-20.495102,45.20448,-16.253351,41.98851,-17.832611,48.654846,-13.166434,42.75079,-7.4386477,49.893085,-5.3028255,39.14281,-6.2539244,30.960827,-5.0463514,26.439716,-6.790836,19.239244,-12.893664,21.66035,-15.054674,28.11818,-16.845535,25.281748,-23.631895,27.852581,-29.824434,27.989326,-25.76144,30.297977,-22.64916,34.913662,-19.39327,31.08269,-14.835273,20.796223,-25.17703,16.851057,-16.380756,19.52181,-16.868853,19.593542,-15.819545,24.785606,-11.159116,20.592966,-12.90931,19.068075,-14.358598,16.407753,-19.223927,17.5055,-14.495407,18.7815,-15.729326,20.369888,-16.960264,18.726395,-19.479113,17.272495,-18.21539,21.891808,-16.257774,30.622944,-16.787968,32.316174,-21.59416,37.15843,-17.22397,38.370068,-12.639869,33.442043,-18.127893,41.15419,-12.650706,35.477623,-6.8008,40.319164,-1.3416492,33.005318,-3.6387353,42.4473,-1.4892248,51.19363,2.9953468,52.47162,9.818464,51.623753,14.838777,56.807236,15.430079,53.704445,22.18667,56.46404,25.02238,53.506855,27.732088,50.395203,22.128302,45.740234,17.011227,44.95621,24.346336,36.942673,18.568707,30.742731,27.430664,32.871723,28.0281,30.938068,20.245537,27.216387
heap-5,-1.8539284,1.014136,-4.4046545,4.7145886,-3.0653317,1.507387,-0.8725381,-1.516725,-1.0188128,-0.46512553,2.0433996,0.2702045,5.3717117,7.5694356,-0.70004404,1.6522804,-2.7431097,6.8278847,-2.005228,6.6422453,-1.0491765,15.5298815,-5.303351,22.317436,2.0920188,22.99837,-2.7134097,24.573486,-0.80408895,28.272116,0.6634842,23.975521,4.000116,32.980824,0.2978358,31.688044,-1.2423971,30.2342,-2.859013,28.23477,-9.58185,22.192602,-6.786609,21.958794,-12.684982,20.26518,-12.964909,17.610943,-20.977987,11.260902,-24.232538,10.195453,-27.095867,14.927031,-28.896793,21.297062,-29.122084,28.032171,-30.33363,35.426876,-35.981743,33.43293,-38.56056,36.493538,-30.854841,40.643764,-27.669125,36.10946,-28.611416,30.905083,-36.173214,29.865084,-34.296127,43.322712,-27.14273,38.750942,-26.009123,36.910526,-26.306904,37.643696,-27.410154,35.9969,-22.596796,41.618446,-20.52695,45.26047,-16.37546,41.80029,-18.11429,48.782494,-12.897668,43.123096,-7.42217,50.18962,-5.0889845,38.810524,-6.215659,30.72853,-5.105233,26.385519,-7.38598,18.941742,-12.989004,22.26247,-15.3797,28.146667,-16.788813,24.823109,-23.549866,28.431168,-30.269712,28.227118,-26.204165,30.281754,-22.734217,34.9694,-18.90256,30.63994,-15.104447,21.27067,-24.855782,16.764679,-15.688737,19.625074,-17.013256,19.769608,-15.70781,24.633224,-11.445213,20.75346,-13.392386,19.643915,-14.861992,16.240332,-19.29757,17.334904,-14.72214,19.128574,-15.620662,19.931248,-16.639973,18.99845,-19.503443,17.272497,-18.776018,21.636204,-16.523304,30.832664,-16.265892,33.06849,-21.72689,36.60446,-16.940243,38.65661,-12.422354,32.80151,-17.919764,40.677975,-13.245334,35.322384,-6.5757065,39.709373,-1.3051778,32.935715,-3.4673867,42.89551,-1.3519843,51.168156,2.9534652,51.894398,9.375012,51.682262,15.117029,56.483284,15.405181,53.79858,22.499584,56.256207,25.082048,52.665913,27.89302,50.556187,22.386732,45.675694,17.185738,45.319824,24.646877,37.317734,18.381664,30.49802,27.553328,33.25847,28.244171,31.51036,19.851543,27.59394
heap-6,-1.9149837,1.4883137,-3.883233,5.160334,-2.2761648,1.6049751,-0.65632147,-2.3438287,-1.206085,-0.06206744,2.473615,0.19650829,4.4783983,7.634224,-1.2830564,1.5143107,-2.530842,6.7039847,-2.5182378,6.694842,-1.0284066,15.687294,-4.6052217,22.043837,2.055394,23.03831,-2.4248853,24.437725,-0.62203276,27.950678,0.6712507,24.538774,4.2102036,33.006855,0.021798663,31.339617,-1.4705203,30.346209,-2.5737033,27.703247,-8.735503,22.0895,-7.187849,21.742802,-13.078042,19.691263,-12.848342,17.779337,-21.069864,11.782813,-24.495138,10.0036335,-27.25229,15.2375145,-28.618193,21.448658,-29.191038,28.252934,-30.766891,35.321785,-35.642414,33.142902,-38.522327,36.537956,-30.76333,40.738766,-27.340885,36.54185,-28.628948,30.534489,-36.43441,30.120728,-34.196934,42.756428,-27.668797,38.571484,-26.227573,36.444664,-26.546982,37.149693,-27.500475,35.846607,-23.004396,41.50324,-20.390368,44.91331,-16.469954,42.212097,-18.503115,49.064995,-13.312549,43.111176,-7.726933,49.532467,-4.9847813,39.232384,-5.563438,30.829248,-5.399216,26.878925,-6.8781934,18.877485,-12.710046,21.597904,-14.764803,27.874186,-17.330593,24.845467,-23.672718,27.936338,-29.612871,28.031488,-25.928534,30.33428,-22.914648,34.629128,-18.806904,31.097141,-14.716411,21.202631,-24.940338,16.398243,-16.36113,19.765303,-16.666471,19.859152,-15.702345,24.73355,-11.561479,20.324274,-13.223214,19.29657,-14.61455,16.16221,-19.394375,17.520803,-14.707575,19.123379,-15.187541,19.881708,-16.987488,19.300503,-19.627174,17.14614,-18.707357,22.143059,-16.46111,30.837254,-16.473001,32.6529,-21.53446,36.80549,-17.528254,38.068596,-12.510153,32.99608,-18.085598,41.05086,-12.751541,35.616142,-6.789317,40.144398,-1.165103,32.805805,-3.4517515,42.4928,-1.3399386,51.464943,2.471121,52.10551,9.718125,51.480534,14.663838,56.70729,15.250448,53.749607,22.383026,56.056396,25.096529,53.29097,27.544605,50.20769,22.201048,46.401623,16.873692,44.825615,24.40498,37.701294,18.312054,30.44828,27.334944,32.601376,27.964457,30.670744,19.538855,27.343897
heap-7,-3.2483263,0.1264786,-4.2221603,4.3724422,-2.2225783,2.143242,-0.37626877,-2.2201855,-0.4564125,-0.42988816,2.550248,0.383168,4.985608,7.8675985,-1.1788397,1.9287449,-2.54743,7.2412467,-2.2789738,6.992936,-0.99364036,15.200235,-4.667343,22.488838,1.6706306,23.564041,-2.801393,24.351484,-1.0498406,27.764112,0.68919134,24.023441,3.9116611,32.594727,0.15264307,31.953602,-1.2585667,30.467688,-2.6442287,28.075083,-9.44002,22.282389,-6.928547,21.838785,-12.637445,20.15151,-13.053096,18.318901,-20.883255,11.265814,-24.10457,10.612984,-27.098614,15.115241,-28.803543,21.416174,-29.033705,28.492287,-30.753887,34.97578,-35.533035,33.281918,-38.49351,36.979576,-30.53058,40.55626,-27.218536,36.278812,-28.205526,30.739305,-36.529873,29.675875,-34.72739,42.68966,-27.48752,38.476543,-26.266943,36.624073,-26.602146,37.276928,-27.430782,35.896107,-22.702559,41.59303,-20.126516,45.081688,-16.198027,42.36013,-18.53509,48.95249,-13.337731,43.355595,-7.627008,49.65327,-4.7552795,38.925995,-5.7664685,30.549091,-5.4250846,26.614985,-7.185031,18.742859,-12.689094,22.024448,-15.271122,28.055151,-17.077248,25.187397,-23.2545,27.967262,-29.993622,28.255634,-26.382267,30.110048,-22.27241,35.01977,-18.738045,30.55176,-15.218935,20.979475,-24.855375,16.731201,-15.940634,19.689192,-16.98936,19.961561,-14.89281,24.671026,-11.483895,20.5059,-13.282144,19.700245,-14.556852,15.742451,-19.559277,17.350773,-14.813049,19.084467,-15.973554,19.928535,-17.434746,18.995842,-19.329985,17.70185,-18.56742,21.63307,-16.279272,30.91445,-16.36828,32.64372,-21.382252,36.913776,-17.211752,38.38472,-12.792733,33.205757,-18.140728,40.847263,-13.032058,35.72848,-6.4635644,40.33687,-0.97143596,33.244778,-3.1254292,42.6847,-1.2176986,51.576557,2.8519921,52.138817,9.932774,51.4032,15.038325,56.91644,15.368863,53.479767,22.935396,55.939705,25.059658,53.11926,27.41016,50.073673,22.177944,45.78897,16.896782,45.14839,24.573687,37.301617,18.755753,30.882998,27.470032,32.934216,28.08186,31.722647,20.172806,27.324974
heap-8,-3.2072241,-0.019001015,-4.02456,5.0244493,-2.37242,1.7773677,-0.61686397,-2.2368197,-0.92600167,-0.046296958,2.603454,0.097935334,4.8451304,7.7225566,-1.2842779,1.6277194,-2.6019313,6.9705243,-2.483158,6.8233433,-1.2823371,15.229668,-4.8357263,22.48211,1.9051896,23.384111,-2.7794673,24.06571,-1.1082036,28.192295,0.6174945,24.355488,3.989025,33.234325,-0.23363997,31.535824,-0.92689896,30.3259,-2.8273025,27.973736,-9.07907,22.20794,-6.6345086,22.115322,-13.060216,20.040974,-12.710468,18.033619,-21.275995,11.834531,-24.007105,9.934715,-27.277746,15.120465,-28.511913,21.187162,-28.97336,28.002705,-30.658045,35.16634,-35.611927,32.965954,-38.764862,36.534008,-30.564953,40.788273,-27.204987,36.426353,-28.402958,30.840178,-36.666145,29.931736,-34.55546,42.98945,-27.273424,38.330215,-26.012032,36.172134,-26.385345,36.961113,-27.37508,36.006935,-23.129112,41.397236,-20.275671,44.870884,-16.1119,42.02792,-18.18788,49.16619,-13.229039,43.29355,-7.8217664,50.051735,-4.8949776,39.1956,-5.6989346,30.976503,-5.2601714,26.534962,-7.039864,18.512722,-12.825389,21.86563,-15.129913,27.831402,-17.207296,25.123056,-23.243893,27.902822,-30.136791,28.226154,-26.12248,29.916105,-23.014511,34.6614,-19.109564,30.97375,-14.728411,21.43409,-25.011923,16.212162,-16.041807,19.82171,-16.702932,19.468596,-15.232403,24.702759,-11.735509,20.298233,-12.776821,19.803211,-14.3386755,15.98317,-19.765724,17.824276,-14.750959,18.678988,-15.8056555,19.536793,-17.403687,19.238873,-19.255457,17.331816,-18.807444,22.068354,-16.54871,31.078186,-16.240374,32.52527,-21.570103,36.91607,-17.427107,38.170113,-12.288271,33.095398,-17.777832,41.193558,-12.988196,35.244198,-6.685676,40.273445,-1.1156685,33.35714,-3.5981843,42.735996,-1.6361246,50.802876,2.7965527,52.22452,9.523405,51.804104,15.179499,56.714924,15.523511,53.54912,22.825573,56.097485,25.256315,53.091404,27.243578,49.905815,22.205204,46.021687,17.239738,45.11253,24.465542,37.184856,18.801016,30.5437,26.981054,33.292175,28.057861,31.466244,20.198896,27.695724
heap-9,-1.8077236,0.7044575,-4.3528476,4.6497087,-2.6424055,1.8986224,-0.5263654,-1.8127062,-0.7512522,-0.39359814,2.265217,0.49306887,5.26914,7.709006,-1.0660344,1.706014,-2.8166249,7.010004,-2.1773028,6.667115,-1.3526071,15.499082,-5.032812,22.372026,1.7488391,23.259047,-2.9295807,24.243776,-0.69406754,28.00319,0.34299365,23.92031,4.1434584,32.957764,0.031860303,31.767912,-1.2986363,30.300955,-3.136781,28.041769,-9.194014,21.925446,-6.9753213,21.900156,-12.864334,20.027578,-13.352162,17.979515,-20.980682,11.473464,-24.289103,10.181756,-27.009521,15.020986,-28.759333,20.95943,-29.083239,28.067686,-30.523174,35.269196,-35.875687,33.158913,-38.434757,36.916748,-30.382925,40.548466,-27.580135,36.286472,-28.43435,30.521019,-36.541103,29.867731,-34.51955,43.079433,-27.660189,38.46328,-25.977709,36.766083,-26.266222,36.970013,-27.24932,36.09279,-22.859472,41.69489,-20.042076,44.92712,-16.32086,42.09533,-17.982426,48.90917,-12.940341,42.990646,-7.7441382,49.911858,-5.1282177,38.953747,-5.9029922,30.380396,-5.4208684,26.392954,-7.2642326,18.85684,-12.981296,22.023573,-15.090203,27.799353,-17.187645,24.956013,-23.256664,28.153294,-29.78133,27.882092,-26.239248,30.255774,-22.427132,35.10403,-19.004131,30.7281,-14.982712,21.074366,-24.752045,16.429543,-16.746592,19.719408,-16.996115,20.037073,-15.314301,24.552546,-11.607874,20.252619,-13.08415,19.667707,-14.503113,16.419811,-19.030724,17.719667,-14.849122,19.396463,-15.777612,19.719141,-16.810968,18.728876,-19.179089,17.449902,-18.651934,21.869225,-16.1374,30.82833,-16.205359,32.93535,-21.672447,37.19203,-17.3725,38.223946,-12.517331,33.38346,-18.258488,41.117737,-12.882724,35.48,-6.6353903,39.916626,-0.9243017,32.990803,-3.342798,42.61053,-1.3307303,51.074387,2.4069927,52.42176,9.925002,51.87425,14.871082,57.06406,14.98258,53.745403,22.40875,56.150257,24.864388,52.754368,27.260757,49.922997,21.998922,46.22677,16.970636,45.3966,24.198605,37.368187,18.703358,30.717201,27.249939,32.922592,28.160652,31.473051,20.023756,27.611963
ins-0,-5.151637,2.0494945,-3.3866408,1.5675069,-0.5500277,-2.578672,-2.6213336,0.15213744,-0.24680099,3.0947883,2.2278874,4.6616163,2.1700373,8.719349,-1.7051672,9.224299,-0.26534766,13.455795,-0.85692465,19.268072,-2.9045234,19.633904,0.5645471,25.275234,8.657864,24.33334,7.1201887,22.056307,5.596898,25.185802,2.8810933,31.760262,1.6570567,38.226494,-3.152139,25.595242,-3.9451222,27.277506,-7.042072,21.172796,-8.680529,17.02786,-14.216135,16.24127,-21.484089,14.869876,-24.855576,12.519584,-24.146648,14.915288,-30.18447,11.083759,-35.52275,17.1115,-37.057125,13.394259,-32.318066,17.592846,-25.906614,17.793264,-18.846685,21.59328,-16.49132,26.758776,-18.319687,25.232454,-19.084742,30.798126,-17.195414,26.951374,-16.2033,30.955355,-19.590631,29.346735,-20.21914,27.058083,-20.403881,25.831205,-15.14361,29.433723,-14.0557,32.739605,-10.159759,29.721283,-11.953425,31.291765,-6.6992016,33.212837,-6.910977,35.762,-2.8130178,30.678282,-0.3196823,30.23526,-5.6896253,29.316898,-8.964975,26.945389,-10.11778,22.760025,-10.894788,28.99991,-16.178013,27.49768,-19.76731,31.270357,-22.095648,30.623995,-26.145298,33.41499,-24.566483,26.549091,-19.172438,27.455381,-19.048506,26.882273,-23.123304,28.156895,-23.146698,24.149021,-21.870903,23.43934,-20.567184,29.31682,-22.997484,25.382416,-20.981081,22.223219,-21.09768,23.911537,-15.88449,24.697842,-9.959241,24.974302,-2.0953784,17.751314,-3.1199412,14.224962,-5.0277047,18.039911,-8.373561,20.044962,-5.836555,21.151718,-8.352419,25.302195,-10.268254,26.851494,-13.675795,26.872889,-9.957638,33.25273,-9.204575,26.23167,-2.6907864,33.11048,-13.714513,22.251156,-13.248399,25.368042,-13.614987,15.300694,-12.097564,13.7521105,-13.131123,17.3147,-11.663111,10.807331,-8.36366,5.7256002,-10.88543,5.768483,-9.672793,1.5651537,-2.7554772,1.5758326,-8.523524,1.683938,-15.413464,-0.35260516,-17.45386,3.5425038,-21.346802,5.984028,-26.194492,2.1065757,-27.592419,-7.1916866,-33.890633,-11.147812,-31.732302,-13.105206,-36.656387,-19.199682,-34.413597,-29.100277
ins-1,-3.0681555,3.6285403,-2.5975063,3.0900104,-0.86950743,-0.6589449,-2.925307,-0.07993645,0.6340706,3.4924576,3.1815987,2.5064812,2.1254916,6.347265,-0.47547203,6.4758267,-1.0474815,13.571815,-3.2906735,18.103088,-1.3816293,20.721355,0.3910872,26.5722,7.4691634,24.684757,4.4737206,22.578352,4.4618616,26.455826,0.34966382,30.458414,1.0016594,38.335434,-2.6067822,26.048426,-4.2496867,26.643806,-6.6563654,21.270697,-7.9321904,17.391682,-14.519498,15.503519,-22.604315,15.756671,-25.081656,13.2517605,-25.280579,15.188051,-29.362997,11.297522,-35.547382,16.416693,-37.197994,15.353756,-31.323755,17.808323,-25.979488,16.269588,-18.482157,22.4669,-18.351633,27.187317,-18.787437,27.051577,-18.483803,31.490574,-14.659769,28.018871,-17.434118,32.615314,-17.089699,27.981922,-18.578815,25.284643,-18.87228,25.468813,-16.60392,32.077152,-13.841041,29.555906,-12.142961,28.879333,-13.415516,31.091022,-6.739242,34.83668,-5.306818,35.25491,-3.4199967,30.038858,-0.46060282,29.388256,-6.552533,29.390165,-9.621858,27.382042,-10.563672,23.611696,-11.283475,30.50959,-15.754094,28.497673,-21.560284,32.090126,-22.029808,32.055264,-24.797554,34.405552,-24.601421,25.655958,-20.358332,26.842943,-19.389812,25.849588,-24.54621,27.771688,-24.84082,24.749243,-23.88717,23.812397,-19.591595,30.76816,-23.75153,26.482136,-19.627428,23.324583,-21.235722,25.266502,-14.967214,25.973997,-10.9259,25.380947,-1.912509,17.118647,-2.1513405,13.833132,-5.9380827,18.367788,-9.295858,19.821587,-6.5162635,20.764145,-8.9716625,25.994192,-10.840364,26.187147,-14.274348,26.30142,-10.43485,33.63681,-8.525327,26.48343,-3.4018478,32.66168,-13.712212,22.644243,-12.424378,25.629799,-12.534486,14.76255,-11.055097,12.704914,-12.619668,16.972803,-10.609527,11.214717,-7.6653485,5.100816,-11.592948,6.4499025,-9.468474,0.8528369,-3.5744648,1.4470937,-8.29258,0.8859457,-15.033967,-0.7872611,-17.399616,4.3046317,-20.77812,5.492451,-24.691896,1.8492699,-28.189617,-6.0736823,-33.199825,-11.615124,-42.23216,-16.208996,-35.234444,-35.480602,-33.257023,-30.407816
