id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1
ata-100065,-2.8662224847772415,-1.1141284422767213,-2.847362602929479,-1.1162653978695467,-2.8478887249447573,-1.1244929434337914,-2.8419332042290755,-1.138122227065918,-2.82403886354166,-1.140047463130381,-2.817947027392148,-1.13228194242229,-2.7967861158954146,-1.12963262868499,-2.7971228480216848,-1.1358205576865346,-2.7980776662542386,-1.1379929127992015,-2.7903918169755686,-1.1431431725860373,-2.7840620118537167,-1.1399099477384287,-2.779159392219369,-1.140086109874647,-2.775119267100198,-1.1409910706875959,-2.7631559532614696,-1.1383061724523937,-2.749525000996391,-1.1381473474187995,-2.7365244378408673,-1.1331133817224213,-2.512113835406931,-1.0159719544853738,-2.2772398623971988,-1.04115346348838,-1.8145257939329325,-0.7218970986315197
ata-100132,-2.8662224847772415,-1.1141284422767213,-2.847362602929479,-1.1162653978695467,-2.8478887249447573,-1.1244929434337914,-2.8419332042290755,-1.138122227065918,-2.82403886354166,-1.140047463130381,-2.817947027392148,-1.13228194242229,-2.7967861158954146,-1.12963262868499,-2.7971228480216848,-1.1358205576865346,-2.7980776662542386,-1.1379929127992015,-2.7903918169755686,-1.1431431725860373,-2.7840620118537167,-1.1399099477384287,-2.779159392219369,-1.140086109874647,-2.775119267100198,-1.1409910706875959,-2.7631559532614696,-1.1383061724523937,-2.749525000996391,-1.1381473474187995,-2.7365244378408673,-1.1331133817224213,-2.6363908166989645,-1.0703991098695,-1.8469534817337219,-0.9911243313915679,-1.8434209324945061,-0.9751159435687515
ata-100648,-2.8662320032710857,-1.1136572423933286,-2.847362602929479,-1.1162653978695467,-2.8478887249447573,-1.1244929434337914,-2.8419332042290755,-1.138122227065918,-2.82403886354166,-1.140047463130381,-2.817947027392148,-1.13228194242229,-2.7967861158954146,-1.12963262868499,-2.7971228480216848,-1.1358205576865346,-2.7980776662542386,-1.1379929127992015,-2.7903918169755686,-1.1431431725860373,-2.7840620118537167,-1.1399099477384287,-2.779159392219369,-1.140086109874647,-2.775119267100198,-1.1409910706875959,-2.7631559532614696,-1.1383061724523937,-2.749525000996391,-1.1381473474187995,-2.7365244378408673,-1.1331133817224213,-2.7347452913567847,-1.1319251859181154,-2.73042750956125,-1.1305265211083164,-2.6780820339544995,-1.139900770807164
ata-100651,-2.8662300193864683,-1.113755446740643,-2.847362602929479,-1.1162653978695467,-2.8478887249447573,-1.1244929434337914,-2.8419332042290755,-1.138122227065918,-2.82403886354166,-1.140047463130381,-2.817947027392148,-1.13228194242229,-2.7967861158954146,-1.12963262868499,-2.7971228480216848,-1.1358205576865346,-2.7980776662542386,-1.1379929127992015,-2.7903918169755686,-1.1431431725860373,-2.7840620118537167,-1.1399099477384287,-2.779159392219369,-1.140086109874647,-2.775119267100198,-1.1409910706875959,-2.7631559532614696,-1.1383061724523937,-2.749525000996391,-1.1381473474187995,-2.7365244378408673,-1.1331133817224213,-2.7347452913567847,-1.1319251859181154,-2.73042750956125,-1.1305265211083164,-2.624797371425047,-1.048859675871136
ata-100652,-2.8661611150860793,-1.1141297482663461,-2.8473658598843485,-1.1162653284071953,-2.8478887249447573,-1.1244929434337914,-2.8419332042290755,-1.138122227065918,-2.82403886354166,-1.140047463130381,-2.817947027392148,-1.13228194242229,-2.7967861158954146,-1.12963262868499,-2.7971228480216848,-1.1358205576865346,-2.7980776662542386,-1.1379929127992015,-2.7903918169755686,-1.1431431725860373,-2.7840620118537167,-1.1399099477384287,-2.779159392219369,-1.140086109874647,-2.775119267100198,-1.1409910706875959,-2.7631559532614696,-1.1383061724523937,-2.749525000996391,-1.1381473474187995,-2.7365244378408673,-1.1331133817224213,-2.7347452913567847,-1.1319251859181154,-2.73042750956125,-1.1305265211083164,-2.6780820339544995,-1.139900770807164
ata-100695,-2.8662224847772415,-1.1141284422767213,-2.847362602929479,-1.1162653978695467,-2.8478887249447573,-1.1244929434337914,-2.8419332042290755,-1.138122227065918,-2.82403886354166,-1.140047463130381,-2.817947027392148,-1.13228194242229,-2.7967861158954146,-1.12963262868499,-2.7971228480216848,-1.1358205576865346,-2.7980776662542386,-1.1379929127992015,-2.7903918169755686,-1.1431431725860373,-2.7840620118537167,-1.1399099477384287,-2.779159392219369,-1.140086109874647,-2.775119267100198,-1.1409910706875959,-0.23578387593531877,-0.7402491574412496,-0.1534517917272025,-0.8412900179810597,-0.030817670774684645,-0.9325092333605991,0.020563849044647066,-0.9296794483388204,0.09219560483818781,-0.9656968544083105,-0.1403822287650138,-0.6543255119541352
ata-100762,-2.8662279095469776,-1.113859888947387,-2.847362602929479,-1.1162653978695467,-2.8478887249447573,-1.1244929434337914,-2.8419332042290755,-1.138122227065918,-2.82403886354166,-1.140047463130381,-2.817947027392148,-1.13228194242229,-2.7967861158954146,-1.12963262868499,-2.7971228480216848,-1.1358205576865346,-2.7980776662542386,-1.1379929127992015,-2.7903918169755686,-1.1431431725860373,-2.7840620118537167,-1.1399099477384287,-2.779159392219369,-1.140086109874647,-2.775119267100198,-1.1409910706875959,-2.7631559532614696,-1.1383061724523937,-2.749525000996391,-1.1381473474187995,-2.7365244378408673,-1.1331133817224213,-2.7347452913567847,-1.1319251859181154,-2.73042750956125,-1.1305265211083164,-1.0659830526668945,-0.3302806170911628
ata-37653,-2.8662224847772415,-1.1141284422767213,0.8285538258114641,-0.8476556982759114,0.8001048726346393,-0.8958443564103288,0.821595747578761,-0.9312103124883607,0.7552926912808177,-0.9563210127694618,0.6799815413083249,-0.9732438750154873,0.7021685482113678,-0.9984108865098927,0.6916977106446468,-0.9982769977495645,0.7064435099987934,-1.0167756426194898,0.7009387401944743,-1.041431372389911,0.6840818264748744,-1.0504406263044805,0.6943975433613223,-1.0665037952106393,0.6378714079568327,-1.0859225141123618,0.6962359432282046,-1.0890360511074997,0.7385511149139603,-1.1089912169375709,0.709855443397905,-1.123632917416553,0.7833649765847445,-1.1246910273550343,0.7188981055943655,-1.1315767825335836,0.7472206172178667,-1.152158375232029
ata-37655,3.501804986152264,-1.017192919378782,3.461096120265634,-1.0576395731306332,3.482712022607207,-1.0843939797660314,3.4701872034079146,-1.1125754349614554,3.42590339716028,-1.1470577344503,3.36610977680691,-1.168029468899729,3.336754550014339,-1.1883291508375098,3.3162406016509567,-1.2091748806304992,3.3284858142307163,-1.227957651169581,3.292274191419891,-1.255941966350881,3.274730843651465,-1.2722827669640497,3.250224529659329,-1.2721682432736323,3.2352911552889885,-1.288232953232066,3.219648659054617,-1.287538588659805,3.1903127803964373,-1.2938299730511216,3.135373200962997,-1.29763738454634,3.1185707256291084,-1.2939966570982528,3.1021494482428658,-1.2945063274563091,3.0407914324226324,-1.2997407429479437
ata-37673,2.774412011754079,-1.0007823763960073,2.734479909419706,-1.018638611734966,2.7553061505718253,-1.0423112638775338,2.723062226567743,-1.0624027151314501,2.700420123868769,-1.0836105486403205,2.655973546400422,-1.093860627032443,2.633690174274821,-1.1155349213104084,2.600413083143984,-1.1217429365894716,2.591207379529699,-1.134759088602362,2.587959764794948,-1.1548767175856287,2.59754207593915,-1.160846121185329,2.5696145031148214,-1.1649112584929895,2.5346354664386452,-1.1663538876596373,2.5221869739932257,-1.1721433684338443,2.5008490776954986,-1.1808503396112486,2.481625168295411,-1.1825467069690139,2.454050148419879,-1.184768075288934,2.4485135481006086,-1.1817411019613635,2.4200993479431108,-1.191771928007054
