id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1
ata-100065,-3.965421344978621,-0.9423890604927239,-4.001777376477244,-0.970385539407918,-4.036905940859291,-1.0008240137213178,-4.083635673346476,-0.9893922770311481,-4.134390451545912,-0.9931968372782476,-4.173368289566571,-1.001619307000548,-4.191408663230352,-1.0266026212481913,-4.200991077265223,-1.0417114849088625,-4.21660479409875,-1.0348080527886923,-4.228389741001195,-1.0421582564568568,-4.237696909263798,-1.0396780596844741,-4.2403524387293166,-1.0629874038759803,-4.245819439717374,-1.0758160033995288,-4.241132695773566,-1.1268050319748761,-4.258196597444411,-1.1352921695809668,-4.251134464637891,-1.1672847812686444,-3.6219047537634723,-1.560116261134676,-3.250177439266194,-1.8744744150176504,-2.4312680112961664,-1.9961913347095086
ata-100132,-3.9652285562890643,-0.9397895450941626,-4.001767864984406,-0.9703423030999226,-4.036905817051663,-1.0008235287863294,-4.08363567274043,-0.9893922751870231,-4.134390451544802,-0.9931968372755696,-4.173368289566569,-1.001619307000546,-4.191408663230352,-1.0266026212481913,-4.200991077265223,-1.0417114849088625,-4.21660479409875,-1.0348080527886923,-4.228389741001195,-1.0421582564568568,-4.237696909263798,-1.0396780596844741,-4.2403524387293166,-1.0629874038759803,-4.245819439717374,-1.0758160033995288,-4.241132695773566,-1.1268050319748761,-4.258196597444411,-1.1352921695809668,-4.251134464637891,-1.1672847812686444,-3.9620425601927214,-1.4687613479467339,-2.6900324982334647,-1.3943332161957087,-2.640150909993592,-1.5697508973209546
ata-100648,-3.965421346506537,-0.9423890668261757,-4.001777376505908,-0.970385539516532,-4.0369059408596195,-1.0008240137225455,-4.083635673346476,-0.9893922770311526,-4.134390451545912,-0.9931968372782476,-4.173368289566571,-1.001619307000548,-4.191408663230352,-1.0266026212481913,-4.200991077265223,-1.0417114849088625,-4.21660479409875,-1.0348080527886923,-4.228389741001195,-1.0421582564568568,-4.237696909263798,-1.0396780596844741,-4.2403524387293166,-1.0629874038759803,-4.245819439717374,-1.0758160033995288,-4.241132695773566,-1.1268050319748761,-4.258196597444411,-1.1352921695809668,-4.251134464637891,-1.1672847812686444,-4.269106426093065,-1.1563052586442017,-4.274555968005136,-1.1494811435034367,-4.205233042719699,-1.3049043488464436
ata-100651,-3.9651849562791806,-0.9392062199251929,-4.001765729014776,-0.9703326013043088,-4.036905789264632,-1.0008234199685164,-4.083635672604428,-0.9893922747732032,-4.134390451544554,-0.9931968372749688,-4.173368289566568,-1.0016193070005455,-4.191408663230352,-1.0266026212481913,-4.200991077265223,-1.0417114849088625,-4.21660479409875,-1.0348080527886923,-4.228389741001195,-1.0421582564568568,-4.237696909263798,-1.0396780596844741,-4.2403524387293166,-1.0629874038759803,-4.245819439717374,-1.0758160033995288,-4.241132695773566,-1.1268050319748761,-4.258196597444411,-1.1352921695809668,-4.251134464637891,-1.1672847812686444,-4.269106426093065,-1.1563052586442017,-4.274555968005136,-1.1494811435034367,-4.107991843532472,-1.418795798772105
ata-100652,-3.9654213459008067,-0.9423890643105557,-4.001777376494529,-0.9703855394733946,-4.036905940859491,-1.0008240137220579,-4.083635673346476,-0.9893922770311506,-4.134390451545912,-0.9931968372782476,-4.173368289566571,-1.001619307000548,-4.191408663230352,-1.0266026212481913,-4.200991077265223,-1.0417114849088625,-4.21660479409875,-1.0348080527886923,-4.228389741001195,-1.0421582564568568,-4.237696909263798,-1.0396780596844741,-4.2403524387293166,-1.0629874038759803,-4.245819439717374,-1.0758160033995288,-4.241132695773566,-1.1268050319748761,-4.258196597444411,-1.1352921695809668,-4.251134464637891,-1.1672847812686444,-4.269106426093065,-1.1563052586442017,-4.274555968005136,-1.1494811435034367,-4.205233042719699,-1.3049043488464436
ata-100695,-3.965421346659387,-0.9423890674683102,-4.001777376508804,-0.9703855395275378,-4.036905940859654,-1.00082401372267,-4.0836356733464765,-0.989392277031153,-4.134390451545912,-0.9931968372782476,-4.173368289566571,-1.001619307000548,-4.191408663230352,-1.0266026212481913,-4.200991077265223,-1.0417114849088625,-4.21660479409875,-1.0348080527886923,-4.228389741001195,-1.0421582564568568,-4.237696909263798,-1.0396780596844741,-4.2403524387293166,-1.0629874038759803,-4.245819439717374,-1.0758160033995288,-1.6433518123878599,-0.8279733139878402,-0.32678229487915933,-1.5360650779553342,-0.26176239977435345,-1.833645438722418,-0.14592147276204037,-1.730417254490468,-0.07623323503480565,-1.4952259213034218,-0.2048081628392976,-1.5354273218933145
ata-100762,-3.9651403927297717,-0.9386115423830026,-4.001763550941892,-0.9703227108992195,-4.036905760935402,-1.0008233090341023,-4.083635672465783,-0.9893922743513328,-4.1343904515443,-0.993196837274356,-4.173368289566568,-1.0016193070005448,-4.191408663230352,-1.0266026212481913,-4.200991077265223,-1.0417114849088625,-4.21660479409875,-1.0348080527886923,-4.228389741001195,-1.0421582564568568,-4.237696909263798,-1.0396780596844741,-4.2403524387293166,-1.0629874038759803,-4.245819439717374,-1.0758160033995288,-4.241132695773566,-1.1268050319748761,-4.258196597444411,-1.1352921695809668,-4.251134464637891,-1.1672847812686444,-4.269106426093065,-1.1563052586442017,-4.274555968005136,-1.1494811435034367,-2.60895076759685,-0.6714904989260756
ata-37653,-3.965421340771852,-0.9423890430982488,0.40146702862869293,-0.398348968776045,0.6074915905734949,-0.4051144132485018,0.6210047916391055,-0.36494015973703925,0.5873567834538048,-0.3366978950386449,0.5851145046682122,-0.35415172050123167,0.5306556025359473,-0.36451429882390596,0.5816187538823624,-0.37133611453949317,0.585393342768266,-0.38133482725943085,0.5728616912292406,-0.39585102958969987,0.5342861139063488,-0.40410855421540004,0.5184548142966278,-0.4301676763630449,0.5271579973946487,-0.47357593974820883,0.5738139883590131,-0.43940086887536584,0.5964386618464537,-0.3993012591635895,0.5750728098731596,-0.3982227286571328,0.623646247120405,-0.3966004976828792,0.5675702896468264,-0.42297771078752017,0.5539829728147743,-0.4323430855901095
ata-37655,5.934133554891088,0.5822283981730679,6.050763169762908,0.43377982209598387,6.09658406095907,0.3551084056897615,6.084467292596508,0.32727583097303914,6.075337443553252,0.3282152195813493,6.059412601077802,0.32013396666810284,5.930733991150267,0.28448109249224196,5.906483944285461,0.2750238079190937,5.901823510315978,0.27071600748069774,5.896665381394491,0.2853007741324647,5.882464896919831,0.2879611024384981,5.839447437614849,0.32736085810903365,5.8159373432691694,0.34039207874843147,5.808798629140882,0.34561131899533,5.7356592927556065,0.33530429670640965,5.692739406227736,0.33931718466410515,5.715675748564478,0.3532108364608853,5.717423999077457,0.36405989809667527,5.544009960432845,0.3444650535161103
ata-37673,3.8099469640490895,0.027213305393867265,3.8385117957953976,0.018117273136268052,3.890846374160684,0.03225314159997833,3.862579507318487,0.0799237786021413,3.8338542406197478,0.10745724016755116,3.7981496091685107,0.13282142979305023,3.762382046300507,0.10613964928294047,3.6721885628866,0.12634081866751923,3.64449788827939,0.14989881699321403,3.633096314621752,0.16564867715687387,3.693695563963903,0.11161153663268542,3.6802209399023176,0.03449581068452071,3.6475821187746518,0.04026365544571518,3.6133788403374436,0.0432228074195945,3.6108732194977415,0.04522903360564673,3.6011727056005793,0.020831664308967334,3.5725507004604213,0.030562579322081423,3.5065348472507605,0.0999650362330831,3.462298820922606,0.1269777135892294
