id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1
ata-100065,-16.240976,-1.106661,-14.125784,-6.661702,-15.993935,-12.500996,-14.870178,-18.666754,-9.986992,-18.706823,-1.6606306,-19.92766,6.084787,-17.992172,9.472939,-9.664341,11.147401,-6.802588,5.5823336,1.1689065,-0.5456522,4.170609,-3.7910674,5.7543483,-9.611563,5.267495,-15.98602,2.685019,-17.284628,-2.7781231,-16.282164,-9.640358,-14.084184,-11.307417,-11.847266,-15.857206,-12.381609,-14.623179
ata-100132,-16.838558,-0.39640647,-13.804756,-6.8190656,-15.556643,-12.671766,-14.976243,-18.120293,-9.894192,-18.321442,-1.223893,-19.940659,5.873068,-18.412712,8.904902,-9.584931,10.977574,-6.7657237,5.4840083,1.0321093,-0.41166762,4.1650214,-3.4373372,5.5919423,-9.10694,5.1159782,-15.739521,2.6052508,-17.07507,-2.5858088,-16.188438,-9.551619,-14.669819,-11.847715,-12.830424,-14.005183,-13.037752,-14.816092
ata-100648,-17.041843,-0.5771979,-14.176512,-7.035376,-15.87896,-12.493672,-14.239571,-18.28737,-9.728911,-18.547499,-1.8596607,-20.205444,6.549933,-18.297386,9.103349,-9.310008,10.890444,-6.886606,5.411829,1.0895545,-0.5136742,4.1444716,-3.5940435,5.682606,-9.538155,5.2514887,-15.822195,2.6906803,-17.07788,-2.5337207,-16.416403,-9.845658,-15.459658,-13.631802,-10.210621,-17.636662,-14.020574,-17.229038
ata-100651,-16.265028,-0.8657063,-13.599856,-7.2884035,-16.615894,-12.876973,-14.498232,-18.037498,-9.469688,-18.287394,-1.8300515,-19.599895,5.9648757,-18.130148,9.05496,-9.593042,10.951416,-7.085748,5.39516,1.0957589,-0.3115593,4.08145,-3.4591444,5.608816,-9.344723,5.2411776,-15.741404,2.703719,-17.225025,-2.76899,-16.33804,-9.642739,-15.5261135,-13.749383,-10.297341,-17.603348,-13.503897,-16.804092
ata-100652,-16.247248,-0.8870606,-14.275203,-6.7735023,-15.980074,-12.890121,-14.406459,-18.689556,-9.361036,-18.423637,-1.239851,-20.190393,6.4480624,-18.525703,8.9853,-9.349454,10.907812,-7.013406,5.5676928,1.2765105,-0.38001156,4.005734,-3.6649623,5.7751102,-9.325683,5.5071087,-15.8396845,2.8069012,-16.975946,-2.561633,-16.495718,-9.495081,-15.621355,-13.660585,-10.138648,-17.655287,-14.0068445,-17.366293
ata-100695,-16.23915,-0.8813803,-14.146787,-7.221308,-16.095901,-12.358215,-14.515942,-18.643732,-9.847725,-18.517126,-1.4718043,-19.939617,6.198414,-18.199339,9.038731,-9.330696,11.0168085,-7.128768,5.478792,1.1925874,-0.78998494,3.7496765,-3.5339758,5.7040615,-9.537712,5.088491,-6.3916726,0.12814608,-9.962899,1.4897538,-12.779289,-2.475867,-14.456822,-6.340595,-15.391149,-10.910091,-13.077108,-11.972999
ata-100762,-17.034023,-0.63642615,-14.171861,-6.7780495,-16.225214,-12.338202,-14.440134,-18.64794,-9.537738,-18.716242,-1.2908442,-20.01042,6.5492234,-18.251856,9.4067955,-9.403045,10.715808,-6.8366485,5.202651,1.0435208,-0.5255823,3.8892257,-3.8147256,5.534431,-9.484689,4.9840117,-15.703153,2.5176105,-17.238945,-2.472566,-16.334726,-9.7114725,-15.695987,-13.689126,-10.232617,-17.715515,-12.473061,-13.191526
ata-37653,-16.342655,-1.2523967,-6.113765,0.83109486,-10.089698,-2.0484464,-10.961464,-4.1097884,-11.33542,-8.51782,-8.966853,-11.860938,-4.842826,-14.913094,-0.50765526,-15.949051,2.4873302,-13.246367,4.4388328,-9.899231,4.740453,-5.4057994,3.0840018,-2.0210311,-1.0345954,0.54197645,-5.642103,1.8046864,-9.393247,1.4908024,-12.409604,-1.566983,-14.332899,-5.4233885,-15.542767,-10.267717,-15.382602,-11.521455
ata-37655,0.6896935,3.7063746,-3.448386,3.5967016,-7.6012244,1.2901071,-10.537386,-0.79713404,-12.850313,-5.6269135,-11.742681,-9.283553,-8.693702,-14.05495,-4.1826687,-17.705118,0.008392458,-16.159937,4.2891393,-13.758729,6.789603,-8.122858,6.138211,-3.686162,2.3521957,-0.5547931,-1.5752054,2.3365173,-6.67996,2.7341745,-10.349607,1.2607851,-14.10746,-1.8881669,-17.074268,-7.4028897,-17.452217,-9.258694
ata-37673,0.28527614,3.342468,-4.2005596,3.0040975,-8.383902,0.63164276,-10.553363,-1.3752837,-12.4691105,-6.276489,-10.82077,-9.926115,-7.7567253,-14.449136,-3.666519,-17.34816,0.41017437,-15.776408,4.06366,-12.961549,6.09868,-7.5929446,5.45041,-3.5471299,1.4344007,-0.3464655,-2.7643936,2.1096396,-7.207198,2.3998904,-10.901947,0.49091107,-14.188002,-2.5995002,-16.461212,-8.190168,-16.878109,-9.647482
